,p1,p2,p3,average,accumulated,win_ratio,max_win,max_loss
0,5.0,10.0,5.0,0.001,0.778,0.385,0.16,-0.217
1,5.0,10.0,6.0,0.001,0.898,0.381,0.16,-0.217
2,5.0,10.0,7.0,0.001,0.851,0.37,0.161,-0.212
3,5.0,10.0,8.0,0.001,0.82,0.374,0.161,-0.212
4,5.0,10.0,9.0,0.001,0.762,0.366,0.161,-0.212
5,5.0,10.0,10.0,0.001,0.853,0.366,0.168,-0.215
6,5.0,10.0,11.0,0.001,0.932,0.368,0.168,-0.215
7,5.0,10.0,12.0,0.001,0.932,0.367,0.168,-0.215
8,5.0,10.0,13.0,0.001,0.944,0.367,0.168,-0.215
9,5.0,10.0,14.0,0.002,0.961,0.375,0.168,-0.215
10,5.0,10.0,15.0,0.002,1.041,0.38,0.214,-0.198
11,5.0,10.0,16.0,0.002,1.098,0.379,0.214,-0.198
12,5.0,10.0,17.0,0.002,1.161,0.375,0.214,-0.198
13,5.0,10.0,18.0,0.002,1.157,0.382,0.214,-0.205
14,5.0,10.0,19.0,0.002,1.265,0.38,0.214,-0.205
15,5.0,11.0,5.0,0.001,0.874,0.384,0.16,-0.217
16,5.0,11.0,6.0,0.001,0.874,0.372,0.161,-0.217
17,5.0,11.0,7.0,0.001,0.823,0.371,0.161,-0.212
18,5.0,11.0,8.0,0.001,0.788,0.367,0.161,-0.212
19,5.0,11.0,9.0,0.001,0.897,0.365,0.168,-0.215
20,5.0,11.0,10.0,0.001,0.932,0.368,0.168,-0.215
21,5.0,11.0,11.0,0.001,0.961,0.369,0.168,-0.215
22,5.0,11.0,12.0,0.001,0.937,0.372,0.168,-0.215
23,5.0,11.0,13.0,0.002,1.036,0.379,0.214,-0.215
24,5.0,11.0,14.0,0.002,1.022,0.374,0.214,-0.198
25,5.0,11.0,15.0,0.002,1.087,0.369,0.214,-0.198
26,5.0,11.0,16.0,0.002,1.14,0.379,0.214,-0.205
27,5.0,11.0,17.0,0.002,1.223,0.375,0.214,-0.205
28,5.0,11.0,18.0,0.003,1.425,0.384,0.221,-0.175
29,5.0,11.0,19.0,0.002,1.359,0.382,0.221,-0.175
30,5.0,12.0,5.0,0.001,0.908,0.375,0.16,-0.217
31,5.0,12.0,6.0,0.001,0.879,0.374,0.161,-0.212
32,5.0,12.0,7.0,0.001,0.746,0.37,0.161,-0.212
33,5.0,12.0,8.0,0.001,0.844,0.369,0.161,-0.212
34,5.0,12.0,9.0,0.001,0.912,0.367,0.168,-0.215
35,5.0,12.0,10.0,0.001,0.932,0.367,0.168,-0.215
36,5.0,12.0,11.0,0.001,0.937,0.372,0.168,-0.215
37,5.0,12.0,12.0,0.002,1.064,0.379,0.214,-0.215
38,5.0,12.0,13.0,0.002,1.08,0.377,0.214,-0.198
39,5.0,12.0,14.0,0.002,1.028,0.37,0.214,-0.198
40,5.0,12.0,15.0,0.002,1.243,0.385,0.214,-0.205
41,5.0,12.0,16.0,0.002,1.345,0.38,0.214,-0.205
42,5.0,12.0,17.0,0.002,1.367,0.382,0.221,-0.175
43,5.0,12.0,18.0,0.002,1.29,0.379,0.221,-0.175
44,5.0,12.0,19.0,0.003,1.341,0.389,0.221,-0.175
45,5.0,13.0,5.0,0.001,0.85,0.373,0.161,-0.217
46,5.0,13.0,6.0,0.001,0.859,0.376,0.161,-0.212
47,5.0,13.0,7.0,0.001,0.774,0.365,0.161,-0.212
48,5.0,13.0,8.0,0.001,0.75,0.361,0.168,-0.215
49,5.0,13.0,9.0,0.001,0.896,0.366,0.168,-0.215
50,5.0,13.0,10.0,0.001,0.944,0.367,0.168,-0.215
51,5.0,13.0,11.0,0.002,1.036,0.379,0.214,-0.215
52,5.0,13.0,12.0,0.002,1.08,0.377,0.214,-0.198
53,5.0,13.0,13.0,0.002,1.137,0.374,0.214,-0.198
54,5.0,13.0,14.0,0.002,1.252,0.389,0.214,-0.205
55,5.0,13.0,15.0,0.002,1.358,0.385,0.214,-0.205
56,5.0,13.0,16.0,0.002,1.32,0.382,0.221,-0.175
57,5.0,13.0,17.0,0.002,1.343,0.384,0.221,-0.175
58,5.0,13.0,18.0,0.003,1.364,0.386,0.221,-0.175
59,5.0,13.0,19.0,0.003,1.438,0.388,0.221,-0.173
60,5.0,14.0,5.0,0.001,0.788,0.369,0.161,-0.212
61,5.0,14.0,6.0,0.001,0.66,0.369,0.161,-0.212
62,5.0,14.0,7.0,0.001,0.809,0.366,0.168,-0.212
63,5.0,14.0,8.0,0.001,0.898,0.367,0.168,-0.215
64,5.0,14.0,9.0,0.001,0.878,0.361,0.168,-0.215
65,5.0,14.0,10.0,0.002,0.961,0.375,0.168,-0.215
66,5.0,14.0,11.0,0.002,1.022,0.374,0.214,-0.198
67,5.0,14.0,12.0,0.002,1.028,0.37,0.214,-0.198
68,5.0,14.0,13.0,0.002,1.252,0.389,0.214,-0.205
69,5.0,14.0,14.0,0.002,1.352,0.386,0.214,-0.205
70,5.0,14.0,15.0,0.002,1.296,0.38,0.221,-0.175
71,5.0,14.0,16.0,0.003,1.387,0.389,0.221,-0.175
72,5.0,14.0,17.0,0.003,1.401,0.386,0.221,-0.173
73,5.0,14.0,18.0,0.002,1.31,0.383,0.221,-0.173
74,5.0,14.0,19.0,0.003,1.354,0.382,0.221,-0.173
75,5.0,15.0,5.0,0.001,0.76,0.36,0.161,-0.212
76,5.0,15.0,6.0,0.001,0.653,0.37,0.161,-0.212
77,5.0,15.0,7.0,0.001,0.739,0.359,0.168,-0.215
78,5.0,15.0,8.0,0.001,0.939,0.363,0.168,-0.215
79,5.0,15.0,9.0,0.001,0.953,0.369,0.168,-0.215
80,5.0,15.0,10.0,0.002,1.041,0.38,0.214,-0.198
81,5.0,15.0,11.0,0.002,1.087,0.369,0.214,-0.198
82,5.0,15.0,12.0,0.002,1.243,0.385,0.214,-0.205
83,5.0,15.0,13.0,0.002,1.358,0.385,0.214,-0.205
84,5.0,15.0,14.0,0.002,1.296,0.38,0.221,-0.175
85,5.0,15.0,15.0,0.003,1.391,0.39,0.221,-0.175
86,5.0,15.0,16.0,0.003,1.451,0.391,0.221,-0.173
87,5.0,15.0,17.0,0.003,1.333,0.383,0.221,-0.173
88,5.0,15.0,18.0,0.003,1.36,0.382,0.221,-0.173
89,5.0,15.0,19.0,0.003,1.495,0.382,0.221,-0.11
90,5.0,16.0,5.0,0.001,0.737,0.362,0.161,-0.212
91,5.0,16.0,6.0,0.001,0.709,0.361,0.161,-0.212
92,5.0,16.0,7.0,0.001,0.87,0.36,0.168,-0.215
93,5.0,16.0,8.0,0.001,0.912,0.364,0.168,-0.215
94,5.0,16.0,9.0,0.002,1.038,0.379,0.168,-0.215
95,5.0,16.0,10.0,0.002,1.098,0.379,0.214,-0.198
96,5.0,16.0,11.0,0.002,1.14,0.379,0.214,-0.205
97,5.0,16.0,12.0,0.002,1.345,0.38,0.214,-0.205
98,5.0,16.0,13.0,0.002,1.32,0.382,0.221,-0.175
99,5.0,16.0,14.0,0.003,1.387,0.389,0.221,-0.175
100,5.0,16.0,15.0,0.003,1.451,0.391,0.221,-0.173
101,5.0,16.0,16.0,0.003,1.346,0.384,0.223,-0.173
102,5.0,16.0,17.0,0.003,1.36,0.381,0.223,-0.173
103,5.0,16.0,18.0,0.003,1.539,0.385,0.221,-0.11
104,5.0,16.0,19.0,0.003,1.595,0.38,0.221,-0.11
105,5.0,17.0,5.0,0.001,0.598,0.358,0.161,-0.212
106,5.0,17.0,6.0,0.001,0.738,0.359,0.168,-0.212
107,5.0,17.0,7.0,0.001,0.861,0.36,0.168,-0.215
108,5.0,17.0,8.0,0.001,0.948,0.374,0.168,-0.215
109,5.0,17.0,9.0,0.002,1.03,0.379,0.214,-0.198
110,5.0,17.0,10.0,0.002,1.161,0.375,0.214,-0.198
111,5.0,17.0,11.0,0.002,1.223,0.375,0.214,-0.205
112,5.0,17.0,12.0,0.002,1.367,0.382,0.221,-0.175
113,5.0,17.0,13.0,0.002,1.343,0.384,0.221,-0.175
114,5.0,17.0,14.0,0.003,1.401,0.386,0.221,-0.173
115,5.0,17.0,15.0,0.003,1.333,0.383,0.221,-0.173
116,5.0,17.0,16.0,0.003,1.36,0.381,0.223,-0.173
117,5.0,17.0,17.0,0.003,1.524,0.379,0.221,-0.11
118,5.0,17.0,18.0,0.003,1.592,0.381,0.221,-0.11
119,5.0,17.0,19.0,0.003,1.652,0.378,0.221,-0.11
120,5.0,18.0,5.0,0.001,0.612,0.356,0.161,-0.212
121,5.0,18.0,6.0,0.001,0.674,0.348,0.168,-0.215
122,5.0,18.0,7.0,0.001,0.921,0.362,0.168,-0.215
123,5.0,18.0,8.0,0.002,1.008,0.381,0.168,-0.215
124,5.0,18.0,9.0,0.002,1.034,0.381,0.214,-0.198
125,5.0,18.0,10.0,0.002,1.157,0.382,0.214,-0.205
126,5.0,18.0,11.0,0.003,1.425,0.384,0.221,-0.175
127,5.0,18.0,12.0,0.002,1.29,0.379,0.221,-0.175
128,5.0,18.0,13.0,0.003,1.364,0.386,0.221,-0.175
129,5.0,18.0,14.0,0.002,1.31,0.383,0.221,-0.173
130,5.0,18.0,15.0,0.003,1.36,0.382,0.221,-0.173
131,5.0,18.0,16.0,0.003,1.539,0.385,0.221,-0.11
132,5.0,18.0,17.0,0.003,1.592,0.381,0.221,-0.11
133,5.0,18.0,18.0,0.004,1.672,0.381,0.221,-0.11
134,5.0,18.0,19.0,0.004,1.674,0.38,0.203,-0.11
135,5.0,19.0,5.0,0.001,0.573,0.356,0.161,-0.212
136,5.0,19.0,6.0,0.001,0.733,0.349,0.168,-0.215
137,5.0,19.0,7.0,0.001,0.909,0.362,0.168,-0.215
138,5.0,19.0,8.0,0.002,1.03,0.376,0.214,-0.198
139,5.0,19.0,9.0,0.002,1.087,0.378,0.214,-0.198
140,5.0,19.0,10.0,0.002,1.265,0.38,0.214,-0.205
141,5.0,19.0,11.0,0.002,1.359,0.382,0.221,-0.175
142,5.0,19.0,12.0,0.003,1.341,0.389,0.221,-0.175
143,5.0,19.0,13.0,0.003,1.438,0.388,0.221,-0.173
144,5.0,19.0,14.0,0.003,1.354,0.382,0.221,-0.173
145,5.0,19.0,15.0,0.003,1.495,0.382,0.221,-0.11
146,5.0,19.0,16.0,0.003,1.595,0.38,0.221,-0.11
147,5.0,19.0,17.0,0.003,1.652,0.378,0.221,-0.11
148,5.0,19.0,18.0,0.004,1.674,0.38,0.203,-0.11
149,5.0,19.0,19.0,0.004,1.683,0.39,0.203,-0.11
150,5.0,20.0,5.0,0.001,0.612,0.354,0.168,-0.212
151,5.0,20.0,6.0,0.001,0.809,0.355,0.168,-0.215
152,5.0,20.0,7.0,0.001,0.965,0.373,0.168,-0.215
153,5.0,20.0,8.0,0.002,0.976,0.372,0.214,-0.198
154,5.0,20.0,9.0,0.002,1.155,0.382,0.214,-0.205
155,5.0,20.0,10.0,0.002,1.399,0.381,0.221,-0.175
156,5.0,20.0,11.0,0.002,1.211,0.38,0.221,-0.175
157,5.0,20.0,12.0,0.003,1.399,0.384,0.221,-0.173
158,5.0,20.0,13.0,0.003,1.364,0.385,0.221,-0.173
159,5.0,20.0,14.0,0.003,1.355,0.379,0.221,-0.173
160,5.0,20.0,15.0,0.003,1.582,0.377,0.221,-0.11
161,5.0,20.0,16.0,0.003,1.635,0.378,0.221,-0.11
162,5.0,20.0,17.0,0.004,1.671,0.377,0.203,-0.11
163,5.0,20.0,18.0,0.004,1.681,0.39,0.203,-0.11
164,5.0,20.0,19.0,0.004,1.66,0.388,0.203,-0.102
165,5.0,21.0,5.0,0.001,0.677,0.35,0.168,-0.212
166,5.0,21.0,6.0,0.001,0.871,0.353,0.168,-0.215
167,5.0,21.0,7.0,0.002,1.035,0.377,0.168,-0.215
168,5.0,21.0,8.0,0.002,1.044,0.377,0.214,-0.198
169,5.0,21.0,9.0,0.002,1.28,0.38,0.221,-0.205
170,5.0,21.0,10.0,0.002,1.347,0.384,0.221,-0.175
171,5.0,21.0,11.0,0.002,1.291,0.384,0.221,-0.175
172,5.0,21.0,12.0,0.003,1.45,0.391,0.221,-0.173
173,5.0,21.0,13.0,0.003,1.359,0.38,0.221,-0.173
174,5.0,21.0,14.0,0.003,1.478,0.377,0.221,-0.11
175,5.0,21.0,15.0,0.003,1.659,0.379,0.221,-0.11
176,5.0,21.0,16.0,0.003,1.635,0.383,0.203,-0.11
177,5.0,21.0,17.0,0.004,1.678,0.391,0.203,-0.11
178,5.0,21.0,18.0,0.003,1.615,0.385,0.203,-0.102
179,5.0,21.0,19.0,0.004,1.722,0.385,0.203,-0.102
180,5.0,22.0,5.0,0.001,0.683,0.347,0.171,-0.215
181,5.0,22.0,6.0,0.001,0.912,0.355,0.168,-0.215
182,5.0,22.0,7.0,0.002,1.075,0.376,0.214,-0.215
183,5.0,22.0,8.0,0.002,1.2,0.383,0.214,-0.198
184,5.0,22.0,9.0,0.002,1.297,0.379,0.221,-0.175
185,5.0,22.0,10.0,0.002,1.23,0.383,0.221,-0.175
186,5.0,22.0,11.0,0.002,1.346,0.389,0.221,-0.173
187,5.0,22.0,12.0,0.002,1.311,0.384,0.221,-0.173
188,5.0,22.0,13.0,0.003,1.567,0.388,0.221,-0.11
189,5.0,22.0,14.0,0.003,1.627,0.381,0.221,-0.11
190,5.0,22.0,15.0,0.003,1.62,0.377,0.203,-0.11
191,5.0,22.0,16.0,0.003,1.646,0.38,0.203,-0.11
192,5.0,22.0,17.0,0.004,1.625,0.381,0.203,-0.11
193,5.0,22.0,18.0,0.004,1.668,0.38,0.203,-0.102
194,5.0,22.0,19.0,0.004,1.658,0.381,0.203,-0.102
195,5.0,23.0,5.0,0.001,0.788,0.351,0.171,-0.215
196,5.0,23.0,6.0,0.001,0.931,0.364,0.168,-0.215
197,5.0,23.0,7.0,0.002,0.992,0.37,0.214,-0.198
198,5.0,23.0,8.0,0.002,1.197,0.386,0.221,-0.205
199,5.0,23.0,9.0,0.002,1.272,0.374,0.221,-0.175
200,5.0,23.0,10.0,0.002,1.191,0.379,0.221,-0.175
201,5.0,23.0,11.0,0.003,1.466,0.387,0.221,-0.173
202,5.0,23.0,12.0,0.003,1.328,0.379,0.221,-0.173
203,5.0,23.0,13.0,0.003,1.542,0.381,0.221,-0.11
204,5.0,23.0,14.0,0.004,1.764,0.382,0.221,-0.11
205,5.0,23.0,15.0,0.003,1.626,0.378,0.203,-0.11
206,5.0,23.0,16.0,0.003,1.612,0.385,0.203,-0.11
207,5.0,23.0,17.0,0.004,1.717,0.385,0.203,-0.102
208,5.0,23.0,18.0,0.004,1.595,0.379,0.203,-0.102
209,5.0,23.0,19.0,0.004,1.684,0.376,0.203,-0.102
210,5.0,24.0,5.0,0.001,0.838,0.35,0.168,-0.215
211,5.0,24.0,6.0,0.001,0.904,0.358,0.168,-0.215
212,5.0,24.0,7.0,0.002,1.069,0.378,0.214,-0.198
213,5.0,24.0,8.0,0.002,1.217,0.382,0.221,-0.175
214,5.0,24.0,9.0,0.002,1.232,0.375,0.221,-0.175
215,5.0,24.0,10.0,0.002,1.305,0.383,0.221,-0.173
216,5.0,24.0,11.0,0.002,1.315,0.384,0.221,-0.173
217,5.0,24.0,12.0,0.003,1.535,0.385,0.221,-0.11
218,5.0,24.0,13.0,0.003,1.595,0.377,0.221,-0.11
219,5.0,24.0,14.0,0.004,1.692,0.385,0.203,-0.11
220,5.0,24.0,15.0,0.003,1.641,0.386,0.203,-0.11
221,5.0,24.0,16.0,0.004,1.685,0.383,0.203,-0.102
222,5.0,24.0,17.0,0.004,1.642,0.387,0.203,-0.102
223,5.0,24.0,18.0,0.004,1.654,0.372,0.203,-0.102
224,5.0,24.0,19.0,0.004,1.782,0.376,0.203,-0.102
225,5.0,25.0,5.0,0.001,0.762,0.347,0.168,-0.215
226,5.0,25.0,6.0,0.001,0.939,0.365,0.168,-0.215
227,5.0,25.0,7.0,0.002,1.134,0.381,0.214,-0.198
228,5.0,25.0,8.0,0.002,1.246,0.376,0.221,-0.175
229,5.0,25.0,9.0,0.002,1.165,0.372,0.221,-0.175
230,5.0,25.0,10.0,0.003,1.455,0.385,0.221,-0.173
231,5.0,25.0,11.0,0.002,1.311,0.379,0.221,-0.173
232,5.0,25.0,12.0,0.003,1.471,0.376,0.221,-0.11
233,5.0,25.0,13.0,0.003,1.707,0.383,0.203,-0.11
234,5.0,25.0,14.0,0.003,1.649,0.385,0.203,-0.11
235,5.0,25.0,15.0,0.003,1.547,0.38,0.203,-0.11
236,5.0,25.0,16.0,0.004,1.668,0.383,0.203,-0.102
237,5.0,25.0,17.0,0.004,1.674,0.378,0.203,-0.102
238,5.0,25.0,18.0,0.004,1.749,0.373,0.203,-0.102
239,5.0,25.0,19.0,0.004,1.84,0.38,0.203,-0.102
240,5.0,26.0,5.0,0.001,0.801,0.349,0.168,-0.215
241,5.0,26.0,6.0,0.001,0.982,0.368,0.168,-0.215
242,5.0,26.0,7.0,0.002,1.242,0.379,0.221,-0.198
243,5.0,26.0,8.0,0.002,1.203,0.372,0.221,-0.175
244,5.0,26.0,9.0,0.002,1.223,0.376,0.221,-0.173
245,5.0,26.0,10.0,0.002,1.374,0.383,0.221,-0.173
246,5.0,26.0,11.0,0.003,1.435,0.378,0.221,-0.11
247,5.0,26.0,12.0,0.003,1.533,0.37,0.221,-0.11
248,5.0,26.0,13.0,0.003,1.67,0.381,0.203,-0.11
249,5.0,26.0,14.0,0.003,1.622,0.386,0.203,-0.11
250,5.0,26.0,15.0,0.004,1.766,0.385,0.203,-0.102
251,5.0,26.0,16.0,0.004,1.636,0.38,0.203,-0.102
252,5.0,26.0,17.0,0.004,1.676,0.37,0.203,-0.102
253,5.0,26.0,18.0,0.004,1.877,0.382,0.203,-0.102
254,5.0,26.0,19.0,0.004,1.868,0.379,0.203,-0.102
255,5.0,27.0,5.0,0.001,0.778,0.348,0.168,-0.215
256,5.0,27.0,6.0,0.001,0.974,0.364,0.214,-0.215
257,5.0,27.0,7.0,0.002,1.223,0.374,0.221,-0.175
258,5.0,27.0,8.0,0.002,1.147,0.367,0.221,-0.175
259,5.0,27.0,9.0,0.002,1.22,0.371,0.221,-0.173
260,5.0,27.0,10.0,0.002,1.279,0.379,0.221,-0.173
261,5.0,27.0,11.0,0.003,1.53,0.378,0.221,-0.11
262,5.0,27.0,12.0,0.003,1.542,0.375,0.203,-0.11
263,5.0,27.0,13.0,0.003,1.64,0.381,0.203,-0.11
264,5.0,27.0,14.0,0.003,1.562,0.385,0.203,-0.11
265,5.0,27.0,15.0,0.004,1.679,0.382,0.203,-0.102
266,5.0,27.0,16.0,0.004,1.645,0.369,0.203,-0.102
267,5.0,27.0,17.0,0.004,1.768,0.374,0.203,-0.102
268,5.0,27.0,18.0,0.004,1.833,0.38,0.203,-0.102
269,5.0,27.0,19.0,0.004,1.858,0.377,0.203,-0.102
270,5.0,28.0,5.0,0.001,0.802,0.352,0.168,-0.215
271,5.0,28.0,6.0,0.001,0.989,0.364,0.214,-0.198
272,5.0,28.0,7.0,0.002,1.156,0.367,0.221,-0.175
273,5.0,28.0,8.0,0.002,1.049,0.365,0.221,-0.175
274,5.0,28.0,9.0,0.002,1.252,0.368,0.221,-0.173
275,5.0,28.0,10.0,0.002,1.269,0.377,0.221,-0.173
276,5.0,28.0,11.0,0.003,1.534,0.373,0.221,-0.11
277,5.0,28.0,12.0,0.003,1.686,0.381,0.203,-0.11
278,5.0,28.0,13.0,0.003,1.607,0.383,0.203,-0.11
279,5.0,28.0,14.0,0.004,1.722,0.39,0.203,-0.102
280,5.0,28.0,15.0,0.004,1.678,0.377,0.203,-0.102
281,5.0,28.0,16.0,0.004,1.728,0.374,0.203,-0.102
282,5.0,28.0,17.0,0.004,1.839,0.378,0.203,-0.102
283,5.0,28.0,18.0,0.004,1.867,0.379,0.203,-0.102
284,5.0,28.0,19.0,0.005,1.889,0.38,0.203,-0.102
285,5.0,29.0,5.0,0.001,0.831,0.356,0.168,-0.215
286,5.0,29.0,6.0,0.001,0.989,0.361,0.221,-0.198
287,5.0,29.0,7.0,0.002,1.139,0.366,0.221,-0.175
288,5.0,29.0,8.0,0.002,1.11,0.368,0.221,-0.173
289,5.0,29.0,9.0,0.002,1.289,0.37,0.221,-0.173
290,5.0,29.0,10.0,0.003,1.378,0.374,0.221,-0.11
291,5.0,29.0,11.0,0.003,1.563,0.378,0.221,-0.11
292,5.0,29.0,12.0,0.003,1.673,0.381,0.203,-0.11
293,5.0,29.0,13.0,0.004,1.655,0.388,0.203,-0.11
294,5.0,29.0,14.0,0.004,1.652,0.383,0.203,-0.102
295,5.0,29.0,15.0,0.004,1.659,0.37,0.203,-0.102
296,5.0,29.0,16.0,0.004,1.845,0.376,0.203,-0.102
297,5.0,29.0,17.0,0.004,1.85,0.382,0.203,-0.102
298,5.0,29.0,18.0,0.004,1.856,0.377,0.203,-0.102
299,5.0,29.0,19.0,0.004,1.795,0.385,0.203,-0.102
300,5.0,30.0,5.0,0.001,0.805,0.353,0.168,-0.215
301,5.0,30.0,6.0,0.001,0.975,0.357,0.221,-0.175
302,5.0,30.0,7.0,0.002,1.097,0.362,0.221,-0.175
303,5.0,30.0,8.0,0.002,1.153,0.361,0.221,-0.173
304,5.0,30.0,9.0,0.002,1.263,0.37,0.221,-0.173
305,5.0,30.0,10.0,0.003,1.386,0.374,0.221,-0.11
306,5.0,30.0,11.0,0.003,1.599,0.386,0.203,-0.11
307,5.0,30.0,12.0,0.003,1.663,0.38,0.203,-0.11
308,5.0,30.0,13.0,0.004,1.748,0.39,0.203,-0.102
309,5.0,30.0,14.0,0.004,1.65,0.379,0.203,-0.102
310,5.0,30.0,15.0,0.004,1.729,0.37,0.203,-0.102
311,5.0,30.0,16.0,0.004,1.809,0.376,0.203,-0.102
312,5.0,30.0,17.0,0.004,1.846,0.379,0.203,-0.102
313,5.0,30.0,18.0,0.004,1.784,0.385,0.203,-0.102
314,5.0,30.0,19.0,0.005,1.81,0.392,0.203,-0.107
315,5.0,31.0,5.0,0.001,0.826,0.35,0.172,-0.215
316,5.0,31.0,6.0,0.001,0.945,0.353,0.221,-0.175
317,5.0,31.0,7.0,0.002,1.11,0.365,0.221,-0.175
318,5.0,31.0,8.0,0.002,1.15,0.359,0.221,-0.173
319,5.0,31.0,9.0,0.002,1.142,0.363,0.221,-0.173
320,5.0,31.0,10.0,0.003,1.487,0.374,0.221,-0.11
321,5.0,31.0,11.0,0.003,1.592,0.38,0.203,-0.11
322,5.0,31.0,12.0,0.003,1.639,0.382,0.203,-0.11
323,5.0,31.0,13.0,0.004,1.766,0.381,0.203,-0.102
324,5.0,31.0,14.0,0.004,1.67,0.37,0.203,-0.102
325,5.0,31.0,15.0,0.004,1.806,0.374,0.203,-0.102
326,5.0,31.0,16.0,0.004,1.814,0.385,0.203,-0.102
327,5.0,31.0,17.0,0.004,1.833,0.381,0.203,-0.102
328,5.0,31.0,18.0,0.004,1.737,0.383,0.203,-0.096
329,5.0,31.0,19.0,0.005,1.785,0.383,0.183,-0.107
330,5.0,32.0,5.0,0.001,0.76,0.348,0.172,-0.175
331,5.0,32.0,6.0,0.002,1.108,0.356,0.221,-0.175
332,5.0,32.0,7.0,0.002,1.1,0.365,0.221,-0.173
333,5.0,32.0,8.0,0.002,1.163,0.36,0.221,-0.173
334,5.0,32.0,9.0,0.002,1.333,0.358,0.221,-0.11
335,5.0,32.0,10.0,0.003,1.54,0.377,0.203,-0.11
336,5.0,32.0,11.0,0.003,1.65,0.383,0.203,-0.11
337,5.0,32.0,12.0,0.004,1.725,0.385,0.203,-0.11
338,5.0,32.0,13.0,0.004,1.667,0.372,0.203,-0.102
339,5.0,32.0,14.0,0.004,1.674,0.37,0.203,-0.102
340,5.0,32.0,15.0,0.004,1.8,0.38,0.203,-0.102
341,5.0,32.0,16.0,0.004,1.85,0.385,0.203,-0.102
342,5.0,32.0,17.0,0.004,1.761,0.379,0.203,-0.102
343,5.0,32.0,18.0,0.004,1.78,0.384,0.203,-0.107
344,5.0,32.0,19.0,0.005,1.864,0.376,0.183,-0.057
345,5.0,33.0,5.0,0.001,0.751,0.348,0.172,-0.175
346,5.0,33.0,6.0,0.002,1.213,0.363,0.221,-0.175
347,5.0,33.0,7.0,0.002,1.078,0.364,0.221,-0.173
348,5.0,33.0,8.0,0.002,1.187,0.355,0.221,-0.173
349,5.0,33.0,9.0,0.002,1.279,0.362,0.221,-0.11
350,5.0,33.0,10.0,0.003,1.54,0.374,0.203,-0.11
351,5.0,33.0,11.0,0.003,1.688,0.379,0.203,-0.11
352,5.0,33.0,12.0,0.004,1.742,0.391,0.203,-0.102
353,5.0,33.0,13.0,0.004,1.686,0.377,0.203,-0.102
354,5.0,33.0,14.0,0.004,1.725,0.373,0.203,-0.102
355,5.0,33.0,15.0,0.004,1.857,0.386,0.203,-0.102
356,5.0,33.0,16.0,0.004,1.751,0.385,0.203,-0.102
357,5.0,33.0,17.0,0.004,1.718,0.381,0.203,-0.096
358,5.0,33.0,18.0,0.004,1.785,0.383,0.183,-0.107
359,5.0,33.0,19.0,0.005,1.838,0.379,0.18,-0.057
360,5.0,34.0,5.0,0.001,0.782,0.346,0.172,-0.175
361,5.0,34.0,6.0,0.002,1.193,0.358,0.221,-0.175
362,5.0,34.0,7.0,0.002,1.116,0.362,0.221,-0.173
363,5.0,34.0,8.0,0.002,1.213,0.356,0.221,-0.173
364,5.0,34.0,9.0,0.002,1.33,0.364,0.221,-0.11
365,5.0,34.0,10.0,0.003,1.511,0.371,0.203,-0.11
366,5.0,34.0,11.0,0.003,1.687,0.374,0.203,-0.11
367,5.0,34.0,12.0,0.004,1.691,0.38,0.203,-0.102
368,5.0,34.0,13.0,0.004,1.722,0.373,0.203,-0.102
369,5.0,34.0,14.0,0.004,1.77,0.375,0.203,-0.102
370,5.0,34.0,15.0,0.004,1.828,0.385,0.203,-0.102
371,5.0,34.0,16.0,0.004,1.728,0.379,0.203,-0.102
372,5.0,34.0,17.0,0.004,1.756,0.378,0.203,-0.107
373,5.0,34.0,18.0,0.005,1.856,0.372,0.18,-0.057
374,5.0,34.0,19.0,0.004,1.74,0.368,0.18,-0.057
375,6.0,11.0,5.0,0.001,0.874,0.372,0.161,-0.217
376,6.0,11.0,6.0,0.001,0.834,0.377,0.161,-0.212
377,6.0,11.0,7.0,0.001,0.865,0.369,0.161,-0.212
378,6.0,11.0,8.0,0.001,0.865,0.369,0.168,-0.215
379,6.0,11.0,9.0,0.001,0.961,0.371,0.168,-0.215
380,6.0,11.0,10.0,0.001,0.919,0.365,0.168,-0.215
381,6.0,11.0,11.0,0.002,1.053,0.368,0.214,-0.215
382,6.0,11.0,12.0,0.002,1.014,0.375,0.214,-0.198
383,6.0,11.0,13.0,0.002,1.133,0.371,0.214,-0.198
384,6.0,11.0,14.0,0.002,1.144,0.376,0.214,-0.205
385,6.0,11.0,15.0,0.002,1.285,0.377,0.218,-0.205
386,6.0,11.0,16.0,0.002,1.326,0.381,0.225,-0.205
387,6.0,11.0,17.0,0.003,1.419,0.387,0.225,-0.175
388,6.0,11.0,18.0,0.003,1.375,0.38,0.225,-0.175
389,6.0,11.0,19.0,0.003,1.449,0.392,0.223,-0.175
390,6.0,12.0,5.0,0.001,0.879,0.374,0.161,-0.212
391,6.0,12.0,6.0,0.001,0.755,0.369,0.161,-0.212
392,6.0,12.0,7.0,0.001,0.846,0.366,0.168,-0.215
393,6.0,12.0,8.0,0.001,0.969,0.375,0.168,-0.215
394,6.0,12.0,9.0,0.001,0.909,0.366,0.168,-0.215
395,6.0,12.0,10.0,0.002,0.997,0.37,0.168,-0.215
396,6.0,12.0,11.0,0.002,1.014,0.375,0.214,-0.198
397,6.0,12.0,12.0,0.002,1.139,0.372,0.214,-0.198
398,6.0,12.0,13.0,0.002,1.162,0.379,0.218,-0.205
