,p1,p2,average,accumulated,win_ratio,max_win,max_loss
689,20.0,39.0,0.029,2.973,0.437,0.539,-0.076
690,20.0,40.0,0.027,2.762,0.422,0.433,-0.076
691,20.0,41.0,0.029,2.869,0.4,0.433,-0.076
692,20.0,42.0,0.029,2.886,0.406,0.433,-0.095
693,20.0,43.0,0.032,3.01,0.441,0.433,-0.095
694,20.0,44.0,0.031,2.916,0.426,0.433,-0.095
695,20.0,45.0,0.033,2.976,0.449,0.433,-0.095
696,20.0,46.0,0.036,3.084,0.442,0.636,-0.095
697,20.0,47.0,0.035,3.103,0.432,0.636,-0.095
698,20.0,48.0,0.035,3.098,0.427,0.636,-0.095
699,20.0,49.0,0.037,3.161,0.447,0.636,-0.095
700,20.0,50.0,0.037,3.146,0.447,0.636,-0.095
701,20.0,51.0,0.037,3.044,0.446,0.636,-0.095
702,20.0,52.0,0.039,3.101,0.463,0.636,-0.095
703,20.0,53.0,0.036,2.984,0.451,0.636,-0.095
704,20.0,54.0,0.037,3.002,0.444,0.636,-0.095
705,20.0,55.0,0.039,3.029,0.449,0.639,-0.095
706,20.0,56.0,0.039,2.991,0.474,0.639,-0.095
707,20.0,57.0,0.039,2.972,0.461,0.639,-0.095
708,20.0,58.0,0.039,2.952,0.461,0.639,-0.095
709,20.0,59.0,0.039,2.947,0.461,0.637,-0.095
710,20.0,60.0,0.038,2.905,0.434,0.637,-0.095
711,20.0,61.0,0.036,2.874,0.418,0.637,-0.095
712,20.0,62.0,0.038,2.903,0.429,0.637,-0.095
713,20.0,63.0,0.037,2.912,0.423,0.637,-0.095
714,20.0,64.0,0.038,2.911,0.39,0.61,-0.095
715,20.0,65.0,0.038,2.877,0.408,0.61,-0.095
716,20.0,66.0,0.039,2.914,0.432,0.61,-0.095
717,20.0,67.0,0.04,2.9,0.438,0.61,-0.095
718,20.0,68.0,0.038,2.856,0.427,0.61,-0.095
719,20.0,69.0,0.037,2.844,0.403,0.61,-0.095
720,21.0,26.0,0.023,2.941,0.406,0.531,-0.059
721,21.0,27.0,0.025,3.023,0.405,0.531,-0.059
722,21.0,28.0,0.024,2.912,0.383,0.531,-0.076
723,21.0,29.0,0.026,2.974,0.383,0.531,-0.076
724,21.0,30.0,0.025,2.984,0.364,0.552,-0.076
725,21.0,31.0,0.026,2.962,0.383,0.539,-0.076
726,21.0,32.0,0.027,2.969,0.391,0.539,-0.076
727,21.0,33.0,0.028,2.965,0.402,0.539,-0.076
728,21.0,34.0,0.026,2.854,0.378,0.539,-0.076
729,21.0,35.0,0.027,2.902,0.421,0.539,-0.076
730,21.0,36.0,0.027,2.921,0.43,0.539,-0.076
731,21.0,37.0,0.03,3.014,0.451,0.539,-0.076
732,21.0,38.0,0.028,2.851,0.446,0.433,-0.076
733,21.0,39.0,0.028,2.868,0.426,0.433,-0.076
734,21.0,40.0,0.029,2.894,0.41,0.433,-0.095
735,21.0,41.0,0.031,2.932,0.438,0.433,-0.095
736,21.0,42.0,0.032,2.977,0.446,0.433,-0.095
737,21.0,43.0,0.033,2.962,0.44,0.433,-0.095
738,21.0,44.0,0.035,3.012,0.453,0.433,-0.095
739,21.0,45.0,0.037,3.104,0.447,0.636,-0.095
740,21.0,46.0,0.037,3.14,0.453,0.636,-0.095
741,21.0,47.0,0.037,3.172,0.447,0.636,-0.095
742,21.0,48.0,0.038,3.152,0.458,0.636,-0.095
743,21.0,49.0,0.038,3.165,0.446,0.636,-0.095
744,21.0,50.0,0.038,3.058,0.463,0.636,-0.095
745,21.0,51.0,0.038,3.009,0.463,0.636,-0.095
746,21.0,52.0,0.038,2.988,0.456,0.636,-0.095
747,21.0,53.0,0.038,3.033,0.45,0.639,-0.095
748,21.0,54.0,0.041,3.051,0.48,0.639,-0.095
749,21.0,55.0,0.04,2.989,0.473,0.639,-0.095
750,21.0,56.0,0.04,2.983,0.473,0.639,-0.095
751,21.0,57.0,0.04,2.969,0.486,0.639,-0.095
752,21.0,58.0,0.04,2.929,0.459,0.639,-0.095
753,21.0,59.0,0.04,2.949,0.446,0.637,-0.095
754,21.0,60.0,0.038,2.896,0.434,0.637,-0.095
755,21.0,61.0,0.04,2.962,0.446,0.637,-0.095
756,21.0,62.0,0.039,2.918,0.419,0.61,-0.095
757,21.0,63.0,0.04,2.925,0.425,0.61,-0.095
758,21.0,64.0,0.041,2.951,0.444,0.61,-0.095
759,21.0,65.0,0.041,2.955,0.444,0.61,-0.095
760,21.0,66.0,0.04,2.903,0.444,0.61,-0.095
761,21.0,67.0,0.04,2.889,0.425,0.61,-0.095
762,21.0,68.0,0.039,2.913,0.432,0.61,-0.095
763,21.0,69.0,0.039,2.865,0.419,0.61,-0.095
764,21.0,70.0,0.038,2.836,0.405,0.61,-0.095
765,22.0,27.0,0.025,2.916,0.387,0.531,-0.076
766,22.0,28.0,0.026,2.99,0.383,0.531,-0.076
767,22.0,29.0,0.026,2.977,0.371,0.552,-0.076
768,22.0,30.0,0.026,2.975,0.395,0.539,-0.076
769,22.0,31.0,0.027,2.961,0.378,0.539,-0.076
770,22.0,32.0,0.028,2.964,0.404,0.539,-0.076
771,22.0,33.0,0.027,2.86,0.411,0.539,-0.076
772,22.0,34.0,0.028,2.868,0.423,0.539,-0.076
773,22.0,35.0,0.028,2.971,0.443,0.539,-0.076
774,22.0,36.0,0.029,2.909,0.45,0.433,-0.076
775,22.0,37.0,0.029,2.909,0.446,0.433,-0.076
776,22.0,38.0,0.029,2.891,0.426,0.433,-0.095
777,22.0,39.0,0.03,2.893,0.433,0.433,-0.095
778,22.0,40.0,0.031,2.935,0.432,0.433,-0.095
779,22.0,41.0,0.033,3.009,0.456,0.433,-0.095
780,22.0,42.0,0.035,3.01,0.46,0.433,-0.095
781,22.0,43.0,0.035,3.009,0.453,0.433,-0.095
782,22.0,44.0,0.036,3.079,0.447,0.636,-0.095
783,22.0,45.0,0.037,3.135,0.459,0.636,-0.095
784,22.0,46.0,0.038,3.153,0.452,0.636,-0.095
785,22.0,47.0,0.038,3.091,0.463,0.636,-0.095
786,22.0,48.0,0.039,3.144,0.457,0.636,-0.095
787,22.0,49.0,0.038,3.035,0.463,0.636,-0.095
788,22.0,50.0,0.038,2.971,0.468,0.636,-0.095
789,22.0,51.0,0.039,3.022,0.468,0.636,-0.095
790,22.0,52.0,0.039,3.026,0.468,0.638,-0.095
791,22.0,53.0,0.04,3.016,0.474,0.639,-0.095
792,22.0,54.0,0.04,2.97,0.473,0.639,-0.095
793,22.0,55.0,0.04,2.956,0.486,0.639,-0.095
794,22.0,56.0,0.04,2.933,0.486,0.639,-0.095
795,22.0,57.0,0.04,2.944,0.452,0.639,-0.095
796,22.0,58.0,0.04,2.953,0.446,0.639,-0.095
797,22.0,59.0,0.041,2.957,0.458,0.637,-0.095
798,22.0,60.0,0.04,2.885,0.438,0.637,-0.095
799,22.0,61.0,0.039,2.873,0.419,0.61,-0.095
800,22.0,62.0,0.04,2.946,0.425,0.61,-0.095
801,22.0,63.0,0.041,2.968,0.431,0.61,-0.095
802,22.0,64.0,0.042,2.929,0.443,0.61,-0.095
803,22.0,65.0,0.042,2.926,0.443,0.61,-0.095
804,22.0,66.0,0.041,2.926,0.451,0.61,-0.095
805,22.0,67.0,0.04,2.867,0.444,0.61,-0.095
806,22.0,68.0,0.04,2.847,0.431,0.61,-0.095
807,22.0,69.0,0.039,2.786,0.423,0.61,-0.095
808,22.0,70.0,0.038,2.684,0.423,0.595,-0.095
809,22.0,71.0,0.037,2.659,0.417,0.595,-0.095
810,23.0,28.0,0.026,2.974,0.374,0.552,-0.076
811,23.0,29.0,0.026,2.967,0.381,0.539,-0.076
812,23.0,30.0,0.027,2.988,0.385,0.539,-0.076
813,23.0,31.0,0.028,2.945,0.404,0.539,-0.076
814,23.0,32.0,0.028,2.868,0.423,0.539,-0.076
815,23.0,33.0,0.028,2.876,0.423,0.539,-0.076
816,23.0,34.0,0.028,2.965,0.438,0.539,-0.076
817,23.0,35.0,0.028,2.89,0.441,0.433,-0.076
818,23.0,36.0,0.029,2.916,0.44,0.433,-0.076
819,23.0,37.0,0.03,2.942,0.424,0.433,-0.095
820,23.0,38.0,0.03,2.943,0.423,0.433,-0.095
821,23.0,39.0,0.031,2.928,0.441,0.433,-0.095
822,23.0,40.0,0.033,2.997,0.444,0.433,-0.095
823,23.0,41.0,0.035,3.01,0.46,0.433,-0.095
824,23.0,42.0,0.035,2.988,0.453,0.433,-0.095
825,23.0,43.0,0.037,3.109,0.459,0.641,-0.095
826,23.0,44.0,0.037,3.079,0.452,0.636,-0.095
827,23.0,45.0,0.037,3.087,0.458,0.636,-0.095
828,23.0,46.0,0.038,3.108,0.463,0.636,-0.095
829,23.0,47.0,0.037,3.03,0.457,0.636,-0.095
830,23.0,48.0,0.038,3.01,0.481,0.636,-0.095
831,23.0,49.0,0.039,2.972,0.468,0.636,-0.095
832,23.0,50.0,0.039,2.979,0.474,0.636,-0.095
833,23.0,51.0,0.04,3.009,0.474,0.638,-0.095
834,23.0,52.0,0.039,2.958,0.461,0.638,-0.095
835,23.0,53.0,0.039,2.92,0.473,0.639,-0.095
836,23.0,54.0,0.039,2.902,0.473,0.639,-0.095
837,23.0,55.0,0.041,2.966,0.466,0.639,-0.095
838,23.0,56.0,0.041,2.979,0.458,0.639,-0.095
839,23.0,57.0,0.041,2.933,0.431,0.639,-0.095
840,23.0,58.0,0.04,2.87,0.437,0.637,-0.095
841,23.0,59.0,0.039,2.832,0.431,0.61,-0.095
842,23.0,60.0,0.041,2.899,0.437,0.61,-0.095
843,23.0,61.0,0.041,2.917,0.423,0.61,-0.095
844,23.0,62.0,0.041,2.946,0.417,0.61,-0.095
845,23.0,63.0,0.042,2.92,0.449,0.61,-0.095
846,23.0,64.0,0.042,2.914,0.457,0.61,-0.095
847,23.0,65.0,0.041,2.875,0.457,0.61,-0.095
848,23.0,66.0,0.041,2.866,0.443,0.61,-0.095
849,23.0,67.0,0.039,2.814,0.417,0.61,-0.095
850,23.0,68.0,0.039,2.76,0.429,0.61,-0.095
851,23.0,69.0,0.038,2.694,0.429,0.595,-0.095
852,23.0,70.0,0.039,2.704,0.429,0.595,-0.095
853,23.0,71.0,0.037,2.689,0.417,0.571,-0.095
854,23.0,72.0,0.04,2.823,0.414,0.748,-0.095
855,24.0,29.0,0.027,2.98,0.382,0.539,-0.076
856,24.0,30.0,0.028,2.918,0.41,0.539,-0.076
857,24.0,31.0,0.028,2.887,0.437,0.539,-0.076
858,24.0,32.0,0.028,2.898,0.441,0.539,-0.076
859,24.0,33.0,0.026,2.811,0.421,0.433,-0.076
860,24.0,34.0,0.029,2.924,0.45,0.433,-0.076
861,24.0,35.0,0.031,2.982,0.454,0.433,-0.095
862,24.0,36.0,0.031,2.977,0.443,0.433,-0.095
863,24.0,37.0,0.031,2.933,0.427,0.433,-0.095
864,24.0,38.0,0.033,2.977,0.461,0.433,-0.095
865,24.0,39.0,0.034,2.979,0.455,0.433,-0.095
866,24.0,40.0,0.035,3.002,0.459,0.433,-0.095
867,24.0,41.0,0.036,2.999,0.476,0.433,-0.095
868,24.0,42.0,0.036,3.077,0.447,0.641,-0.095
869,24.0,43.0,0.037,3.081,0.458,0.641,-0.095
870,24.0,44.0,0.038,3.098,0.463,0.641,-0.095
871,24.0,45.0,0.038,3.049,0.475,0.636,-0.095
872,24.0,46.0,0.038,3.006,0.463,0.636,-0.095
873,24.0,47.0,0.037,2.96,0.469,0.636,-0.095
874,24.0,48.0,0.038,2.956,0.468,0.636,-0.095
875,24.0,49.0,0.039,2.946,0.474,0.638,-0.095
876,24.0,50.0,0.039,2.936,0.447,0.638,-0.095
877,24.0,51.0,0.038,2.893,0.447,0.638,-0.095
878,24.0,52.0,0.04,2.91,0.466,0.638,-0.095
879,24.0,53.0,0.04,2.921,0.466,0.639,-0.095
880,24.0,54.0,0.042,2.998,0.458,0.639,-0.095
881,24.0,55.0,0.041,2.934,0.444,0.639,-0.095
882,24.0,56.0,0.041,2.908,0.437,0.639,-0.095
883,24.0,57.0,0.04,2.868,0.437,0.639,-0.095
884,24.0,58.0,0.041,2.867,0.429,0.61,-0.095
885,24.0,59.0,0.04,2.84,0.423,0.61,-0.095
886,24.0,60.0,0.041,2.92,0.423,0.61,-0.095
887,24.0,61.0,0.04,2.879,0.417,0.61,-0.095
888,24.0,62.0,0.042,2.919,0.464,0.61,-0.095
889,24.0,63.0,0.041,2.864,0.457,0.61,-0.095
890,24.0,64.0,0.041,2.857,0.457,0.61,-0.095
891,24.0,65.0,0.041,2.829,0.435,0.61,-0.095
892,24.0,66.0,0.04,2.782,0.429,0.61,-0.095
893,24.0,67.0,0.039,2.725,0.429,0.61,-0.095
894,24.0,68.0,0.039,2.707,0.429,0.595,-0.095
895,24.0,69.0,0.039,2.719,0.429,0.595,-0.095
896,24.0,70.0,0.038,2.67,0.429,0.571,-0.095
897,24.0,71.0,0.04,2.77,0.42,0.748,-0.105
898,24.0,72.0,0.04,2.74,0.426,0.748,-0.105
899,24.0,73.0,0.038,2.612,0.42,0.738,-0.105
900,25.0,30.0,0.029,2.929,0.441,0.539,-0.076
901,25.0,31.0,0.029,2.898,0.455,0.539,-0.076
902,25.0,32.0,0.026,2.834,0.421,0.433,-0.076
903,25.0,33.0,0.029,2.933,0.45,0.433,-0.076
904,25.0,34.0,0.03,2.976,0.449,0.433,-0.095
905,25.0,35.0,0.031,2.961,0.432,0.433,-0.095
906,25.0,36.0,0.031,2.932,0.436,0.433,-0.095
907,25.0,37.0,0.033,2.967,0.461,0.433,-0.095
908,25.0,38.0,0.034,2.971,0.455,0.433,-0.095
909,25.0,39.0,0.036,2.985,0.464,0.433,-0.095
910,25.0,40.0,0.036,2.947,0.482,0.433,-0.095
911,25.0,41.0,0.036,3.056,0.447,0.639,-0.095
912,25.0,42.0,0.038,3.084,0.463,0.639,-0.095
913,25.0,43.0,0.038,3.063,0.469,0.641,-0.095
914,25.0,44.0,0.038,3.032,0.468,0.641,-0.095
915,25.0,45.0,0.037,2.988,0.475,0.636,-0.095
916,25.0,46.0,0.038,2.969,0.481,0.636,-0.095
917,25.0,47.0,0.038,2.956,0.468,0.636,-0.095
918,25.0,48.0,0.039,2.957,0.461,0.638,-0.095
919,25.0,49.0,0.038,2.912,0.447,0.638,-0.095
920,25.0,50.0,0.038,2.886,0.44,0.638,-0.095
921,25.0,51.0,0.04,2.934,0.452,0.638,-0.095
922,25.0,52.0,0.042,2.986,0.451,0.638,-0.095
923,25.0,53.0,0.042,3.018,0.458,0.639,-0.095
924,25.0,54.0,0.042,2.957,0.437,0.639,-0.095
925,25.0,55.0,0.042,2.935,0.443,0.639,-0.095
926,25.0,56.0,0.044,2.931,0.448,0.639,-0.095
927,25.0,57.0,0.042,2.873,0.435,0.612,-0.095
928,25.0,58.0,0.04,2.834,0.429,0.61,-0.095
929,25.0,59.0,0.041,2.881,0.443,0.61,-0.095
930,25.0,60.0,0.041,2.921,0.437,0.61,-0.095
931,25.0,61.0,0.043,2.907,0.471,0.61,-0.095
932,25.0,62.0,0.042,2.882,0.464,0.61,-0.095
933,25.0,63.0,0.041,2.841,0.457,0.61,-0.095
934,25.0,64.0,0.041,2.821,0.435,0.61,-0.095
935,25.0,65.0,0.041,2.799,0.435,0.61,-0.095
936,25.0,66.0,0.039,2.734,0.429,0.61,-0.095
937,25.0,67.0,0.039,2.74,0.429,0.61,-0.095
938,25.0,68.0,0.038,2.663,0.429,0.571,-0.105
939,25.0,69.0,0.039,2.668,0.435,0.571,-0.105
940,25.0,70.0,0.039,2.623,0.441,0.571,-0.105
941,25.0,71.0,0.04,2.668,0.439,0.738,-0.105
942,25.0,72.0,0.041,2.694,0.439,0.738,-0.106
943,25.0,73.0,0.04,2.605,0.446,0.633,-0.106
944,25.0,74.0,0.04,2.555,0.438,0.633,-0.106
945,26.0,31.0,0.027,2.846,0.425,0.433,-0.076
946,26.0,32.0,0.03,2.956,0.459,0.433,-0.076
947,26.0,33.0,0.031,2.991,0.449,0.433,-0.095
948,26.0,34.0,0.031,2.95,0.427,0.433,-0.095
949,26.0,35.0,0.032,2.966,0.446,0.433,-0.095
950,26.0,36.0,0.034,2.983,0.455,0.433,-0.095
951,26.0,37.0,0.034,2.955,0.455,0.433,-0.095
952,26.0,38.0,0.036,3.008,0.482,0.433,-0.095
953,26.0,39.0,0.036,2.949,0.482,0.433,-0.095
954,26.0,40.0,0.037,3.071,0.458,0.639,-0.095
955,26.0,41.0,0.038,3.077,0.463,0.639,-0.095
956,26.0,42.0,0.037,3.001,0.469,0.633,-0.095
957,26.0,43.0,0.038,3.021,0.468,0.641,-0.095
958,26.0,44.0,0.036,2.956,0.444,0.641,-0.095
959,26.0,45.0,0.038,2.949,0.462,0.636,-0.095
960,26.0,46.0,0.039,2.965,0.468,0.636,-0.095
961,26.0,47.0,0.04,2.967,0.467,0.638,-0.095
962,26.0,48.0,0.04,2.938,0.446,0.638,-0.095
963,26.0,49.0,0.04,2.931,0.446,0.638,-0.095
964,26.0,50.0,0.042,2.988,0.465,0.638,-0.095
965,26.0,51.0,0.043,3.05,0.451,0.638,-0.095
966,26.0,52.0,0.042,2.964,0.437,0.638,-0.095
967,26.0,53.0,0.042,2.957,0.443,0.639,-0.095
968,26.0,54.0,0.043,2.968,0.435,0.639,-0.095
969,26.0,55.0,0.043,2.898,0.448,0.612,-0.095
970,26.0,56.0,0.042,2.874,0.441,0.612,-0.095
971,26.0,57.0,0.041,2.848,0.429,0.61,-0.095
972,26.0,58.0,0.041,2.899,0.437,0.61,-0.095
973,26.0,59.0,0.041,2.9,0.437,0.61,-0.095
974,26.0,60.0,0.042,2.842,0.478,0.61,-0.095
975,26.0,61.0,0.042,2.864,0.471,0.61,-0.095
976,26.0,62.0,0.041,2.863,0.435,0.61,-0.095
977,26.0,63.0,0.043,2.852,0.448,0.61,-0.095
978,26.0,64.0,0.041,2.789,0.441,0.61,-0.095
979,26.0,65.0,0.039,2.722,0.435,0.61,-0.105
980,26.0,66.0,0.039,2.713,0.435,0.61,-0.105
981,26.0,67.0,0.037,2.659,0.423,0.571,-0.105
982,26.0,68.0,0.039,2.635,0.441,0.571,-0.105
983,26.0,69.0,0.039,2.616,0.448,0.571,-0.106
984,26.0,70.0,0.041,2.663,0.446,0.738,-0.106
985,26.0,71.0,0.039,2.566,0.446,0.633,-0.106
986,26.0,72.0,0.04,2.58,0.453,0.633,-0.106
987,26.0,73.0,0.041,2.599,0.444,0.633,-0.106
988,26.0,74.0,0.04,2.552,0.438,0.633,-0.106
989,26.0,75.0,0.039,2.519,0.431,0.633,-0.106
990,27.0,32.0,0.031,3.016,0.443,0.433,-0.095
991,27.0,33.0,0.031,2.936,0.427,0.433,-0.095
992,27.0,34.0,0.032,2.944,0.446,0.433,-0.095
993,27.0,35.0,0.034,2.985,0.455,0.433,-0.095
994,27.0,36.0,0.033,2.944,0.455,0.433,-0.095
995,27.0,37.0,0.035,2.928,0.482,0.433,-0.095
996,27.0,38.0,0.035,2.954,0.464,0.433,-0.095
997,27.0,39.0,0.036,3.018,0.47,0.433,-0.095
998,27.0,40.0,0.038,3.047,0.469,0.633,-0.095
999,27.0,41.0,0.038,3.022,0.481,0.633,-0.095
1000,27.0,42.0,0.038,2.942,0.449,0.633,-0.095
1001,27.0,43.0,0.036,2.92,0.45,0.633,-0.095
1002,27.0,44.0,0.039,2.997,0.468,0.641,-0.095
1003,27.0,45.0,0.039,2.982,0.474,0.641,-0.095
1004,27.0,46.0,0.04,2.94,0.452,0.638,-0.095
1005,27.0,47.0,0.04,2.958,0.446,0.638,-0.095
1006,27.0,48.0,0.04,2.95,0.446,0.638,-0.095
1007,27.0,49.0,0.043,3.025,0.451,0.638,-0.095
1008,27.0,50.0,0.042,2.979,0.437,0.638,-0.095
1009,27.0,51.0,0.041,2.937,0.431,0.638,-0.095
1010,27.0,52.0,0.043,2.975,0.429,0.639,-0.095
1011,27.0,53.0,0.044,2.989,0.441,0.639,-0.095
1012,27.0,54.0,0.043,2.894,0.441,0.612,-0.095
1013,27.0,55.0,0.04,2.865,0.423,0.612,-0.095
1014,27.0,56.0,0.041,2.878,0.429,0.61,-0.095
1015,27.0,57.0,0.041,2.862,0.443,0.61,-0.095
1016,27.0,58.0,0.041,2.844,0.464,0.61,-0.095
1017,27.0,59.0,0.043,2.911,0.478,0.61,-0.095
1018,27.0,60.0,0.042,2.874,0.456,0.61,-0.095
1019,27.0,61.0,0.041,2.825,0.435,0.61,-0.095
1020,27.0,62.0,0.042,2.804,0.448,0.61,-0.105
1021,27.0,63.0,0.042,2.782,0.448,0.61,-0.105
1022,27.0,64.0,0.04,2.731,0.441,0.61,-0.105
1023,27.0,65.0,0.04,2.693,0.441,0.586,-0.105
1024,27.0,66.0,0.038,2.641,0.429,0.571,-0.105
1025,27.0,67.0,0.04,2.676,0.448,0.571,-0.106
1026,27.0,68.0,0.037,2.503,0.448,0.571,-0.106
1027,27.0,69.0,0.039,2.561,0.446,0.633,-0.106
1028,27.0,70.0,0.04,2.551,0.453,0.633,-0.106
1029,27.0,71.0,0.041,2.605,0.453,0.633,-0.106
1030,27.0,72.0,0.04,2.58,0.438,0.633,-0.106
1031,27.0,73.0,0.041,2.561,0.444,0.633,-0.106
1032,27.0,74.0,0.04,2.545,0.453,0.644,-0.106
1033,27.0,75.0,0.039,2.518,0.446,0.644,-0.106
1034,27.0,76.0,0.039,2.513,0.431,0.644,-0.106
1035,28.0,33.0,0.032,2.958,0.435,0.433,-0.095
1036,28.0,34.0,0.034,2.984,0.449,0.433,-0.095
1037,28.0,35.0,0.034,2.96,0.46,0.433,-0.095
1038,28.0,36.0,0.035,2.938,0.482,0.433,-0.095
1039,28.0,37.0,0.035,2.944,0.464,0.433,-0.095
1040,28.0,38.0,0.036,3.026,0.47,0.433,-0.095
1041,28.0,39.0,0.038,3.064,0.475,0.633,-0.095
1042,28.0,40.0,0.038,2.986,0.456,0.633,-0.095
1043,28.0,41.0,0.038,2.965,0.462,0.633,-0.095
1044,28.0,42.0,0.038,2.926,0.462,0.633,-0.095
1045,28.0,43.0,0.04,2.984,0.48,0.634,-0.095
1046,28.0,44.0,0.039,2.972,0.474,0.643,-0.095
1047,28.0,45.0,0.039,2.921,0.446,0.638,-0.095
1048,28.0,46.0,0.039,2.923,0.446,0.638,-0.095
1049,28.0,47.0,0.04,2.952,0.446,0.638,-0.095
1050,28.0,48.0,0.043,3.071,0.444,0.638,-0.095
1051,28.0,49.0,0.042,3.01,0.437,0.638,-0.095
1052,28.0,50.0,0.042,2.969,0.429,0.638,-0.095
1053,28.0,51.0,0.042,2.971,0.429,0.638,-0.095
1054,28.0,52.0,0.044,2.978,0.441,0.639,-0.095
1055,28.0,53.0,0.042,2.892,0.435,0.612,-0.095
1056,28.0,54.0,0.041,2.88,0.423,0.612,-0.095
1057,28.0,55.0,0.042,2.92,0.443,0.612,-0.095
1058,28.0,56.0,0.041,2.85,0.443,0.61,-0.095
1059,28.0,57.0,0.041,2.877,0.457,0.61,-0.095
1060,28.0,58.0,0.043,2.907,0.471,0.61,-0.095
1061,28.0,59.0,0.042,2.873,0.441,0.61,-0.105
1062,28.0,60.0,0.042,2.834,0.448,0.61,-0.105
1063,28.0,61.0,0.042,2.784,0.455,0.61,-0.105
1064,28.0,62.0,0.041,2.77,0.448,0.61,-0.105
1065,28.0,63.0,0.041,2.749,0.448,0.61,-0.105
1066,28.0,64.0,0.04,2.701,0.441,0.586,-0.105
1067,28.0,65.0,0.038,2.664,0.429,0.571,-0.106
1068,28.0,66.0,0.037,2.497,0.448,0.571,-0.106
1069,28.0,67.0,0.038,2.446,0.462,0.571,-0.106
1070,28.0,68.0,0.04,2.551,0.453,0.633,-0.106
1071,28.0,69.0,0.041,2.574,0.46,0.633,-0.106
1072,28.0,70.0,0.041,2.592,0.453,0.633,-0.106
1073,28.0,71.0,0.041,2.6,0.453,0.633,-0.106
1074,28.0,72.0,0.041,2.56,0.46,0.644,-0.106
1075,28.0,73.0,0.04,2.551,0.46,0.644,-0.106
1076,28.0,74.0,0.04,2.508,0.444,0.644,-0.106
1077,28.0,75.0,0.039,2.477,0.429,0.644,-0.106
1078,28.0,76.0,0.039,2.479,0.413,0.644,-0.106
1079,28.0,77.0,0.039,2.448,0.419,0.644,-0.106
1080,29.0,34.0,0.034,2.965,0.471,0.433,-0.095
1081,29.0,35.0,0.035,2.922,0.482,0.433,-0.095
1082,29.0,36.0,0.035,2.943,0.459,0.433,-0.095
1083,29.0,37.0,0.037,3.037,0.476,0.433,-0.095
1084,29.0,38.0,0.038,3.026,0.475,0.633,-0.095
1085,29.0,39.0,0.037,2.976,0.45,0.633,-0.095
1086,29.0,40.0,0.038,2.967,0.462,0.633,-0.095
1087,29.0,41.0,0.039,2.98,0.494,0.633,-0.095
1088,29.0,42.0,0.039,2.976,0.474,0.634,-0.095
1089,29.0,43.0,0.039,2.962,0.467,0.636,-0.095
1090,29.0,44.0,0.04,2.929,0.446,0.643,-0.095
1091,29.0,45.0,0.041,2.969,0.452,0.638,-0.095
1092,29.0,46.0,0.04,2.973,0.446,0.638,-0.095
1093,29.0,47.0,0.042,2.999,0.431,0.638,-0.095
1094,29.0,48.0,0.041,2.986,0.431,0.638,-0.095
1095,29.0,49.0,0.042,2.964,0.429,0.638,-0.095
1096,29.0,50.0,0.044,2.987,0.441,0.638,-0.095
1097,29.0,51.0,0.043,2.945,0.441,0.612,-0.095
1098,29.0,52.0,0.044,2.921,0.448,0.612,-0.095
1099,29.0,53.0,0.041,2.893,0.423,0.612,-0.095
1100,29.0,54.0,0.041,2.868,0.443,0.612,-0.095
1101,29.0,55.0,0.041,2.897,0.443,0.61,-0.095
1102,29.0,56.0,0.041,2.885,0.457,0.61,-0.095
1103,29.0,57.0,0.041,2.843,0.449,0.61,-0.105
1104,29.0,58.0,0.042,2.883,0.441,0.61,-0.105
1105,29.0,59.0,0.042,2.834,0.441,0.61,-0.105
1106,29.0,60.0,0.043,2.817,0.47,0.61,-0.105
1107,29.0,61.0,0.041,2.767,0.463,0.61,-0.105
1108,29.0,62.0,0.041,2.744,0.448,0.586,-0.105
1109,29.0,63.0,0.038,2.691,0.429,0.586,-0.106
1110,29.0,64.0,0.038,2.6,0.441,0.571,-0.106
1111,29.0,65.0,0.039,2.505,0.462,0.571,-0.106
1112,29.0,66.0,0.039,2.485,0.469,0.571,-0.106
1113,29.0,67.0,0.04,2.569,0.453,0.633,-0.106
1114,29.0,68.0,0.042,2.63,0.476,0.633,-0.106
1115,29.0,69.0,0.042,2.663,0.476,0.644,-0.106
1116,29.0,70.0,0.041,2.601,0.46,0.644,-0.106
1117,29.0,71.0,0.041,2.541,0.468,0.644,-0.106
1118,29.0,72.0,0.042,2.539,0.459,0.644,-0.106
1119,29.0,73.0,0.041,2.529,0.459,0.644,-0.106
1120,29.0,74.0,0.039,2.442,0.435,0.644,-0.106
1121,29.0,75.0,0.039,2.438,0.419,0.644,-0.106
1122,29.0,76.0,0.039,2.448,0.413,0.644,-0.106
1123,29.0,77.0,0.038,2.371,0.403,0.636,-0.106
1124,29.0,78.0,0.038,2.344,0.403,0.636,-0.106
1125,30.0,35.0,0.035,2.957,0.459,0.433,-0.095
1126,30.0,36.0,0.037,3.001,0.476,0.433,-0.095
1127,30.0,37.0,0.037,2.988,0.463,0.633,-0.095
1128,30.0,38.0,0.037,2.969,0.45,0.633,-0.095
1129,30.0,39.0,0.039,2.981,0.468,0.633,-0.095
1130,30.0,40.0,0.039,2.968,0.474,0.633,-0.095
1131,30.0,41.0,0.04,2.979,0.48,0.634,-0.095
1132,30.0,42.0,0.039,2.929,0.453,0.636,-0.095
1133,30.0,43.0,0.04,2.948,0.446,0.644,-0.095
1134,30.0,44.0,0.041,2.99,0.452,0.643,-0.095
