,p1,p2,p3,average,accumulated,win_ratio,max_win,max_loss
0,5.0,10.0,5.0,0.036,3.551,0.444,0.713,-0.207
1,5.0,10.0,6.0,0.032,2.983,0.409,0.713,-0.2
2,5.0,10.0,7.0,0.036,3.206,0.42,0.843,-0.196
3,5.0,10.0,8.0,0.035,3.043,0.409,0.843,-0.177
4,5.0,10.0,9.0,0.031,2.799,0.404,0.843,-0.202
5,5.0,10.0,10.0,0.033,2.932,0.404,0.843,-0.202
6,5.0,10.0,11.0,0.032,2.815,0.382,0.843,-0.202
7,5.0,10.0,12.0,0.035,3.081,0.352,0.878,-0.202
8,5.0,10.0,13.0,0.042,3.396,0.358,1.077,-0.202
9,5.0,10.0,14.0,0.04,3.218,0.358,1.077,-0.202
10,5.0,10.0,15.0,0.042,3.236,0.377,1.077,-0.202
11,5.0,10.0,16.0,0.044,3.357,0.368,1.077,-0.202
12,5.0,10.0,17.0,0.052,3.718,0.389,1.199,-0.202
13,5.0,10.0,18.0,0.056,3.845,0.406,1.199,-0.202
14,5.0,10.0,19.0,0.056,3.785,0.418,1.199,-0.208
15,5.0,11.0,5.0,0.035,3.323,0.448,0.713,-0.207
16,5.0,11.0,6.0,0.033,3.074,0.402,0.843,-0.2
17,5.0,11.0,7.0,0.037,3.272,0.42,0.843,-0.177
18,5.0,11.0,8.0,0.034,2.975,0.409,0.843,-0.177
19,5.0,11.0,9.0,0.033,2.931,0.404,0.843,-0.202
20,5.0,11.0,10.0,0.032,2.815,0.382,0.843,-0.202
21,5.0,11.0,11.0,0.034,2.987,0.341,0.878,-0.202
22,5.0,11.0,12.0,0.041,3.25,0.362,1.077,-0.202
23,5.0,11.0,13.0,0.04,3.173,0.367,1.077,-0.202
24,5.0,11.0,14.0,0.04,3.155,0.385,1.077,-0.202
25,5.0,11.0,15.0,0.049,3.559,0.384,1.199,-0.202
26,5.0,11.0,16.0,0.052,3.672,0.4,1.199,-0.202
27,5.0,11.0,17.0,0.056,3.788,0.397,1.199,-0.208
28,5.0,11.0,18.0,0.057,3.767,0.409,1.199,-0.208
29,5.0,11.0,19.0,0.055,3.631,0.394,1.199,-0.208
30,5.0,12.0,5.0,0.033,3.109,0.432,0.713,-0.2
31,5.0,12.0,6.0,0.036,3.242,0.427,0.843,-0.156
32,5.0,12.0,7.0,0.034,3.03,0.409,0.843,-0.177
33,5.0,12.0,8.0,0.033,2.968,0.389,0.843,-0.202
34,5.0,12.0,9.0,0.033,2.947,0.386,0.843,-0.202
35,5.0,12.0,10.0,0.035,3.081,0.352,0.878,-0.202
36,5.0,12.0,11.0,0.041,3.25,0.362,1.077,-0.202
37,5.0,12.0,12.0,0.041,3.183,0.372,1.077,-0.202
38,5.0,12.0,13.0,0.04,3.158,0.372,1.077,-0.202
39,5.0,12.0,14.0,0.05,3.6,0.389,1.199,-0.202
40,5.0,12.0,15.0,0.053,3.633,0.391,1.199,-0.208
41,5.0,12.0,16.0,0.053,3.593,0.397,1.199,-0.208
42,5.0,12.0,17.0,0.055,3.694,0.403,1.199,-0.208
43,5.0,12.0,18.0,0.057,3.715,0.4,1.199,-0.208
44,5.0,12.0,19.0,0.054,3.467,0.406,1.199,-0.208
45,5.0,13.0,5.0,0.037,3.454,0.415,0.843,-0.156
46,5.0,13.0,6.0,0.035,3.188,0.402,0.843,-0.177
47,5.0,13.0,7.0,0.033,3.004,0.391,0.843,-0.177
48,5.0,13.0,8.0,0.032,2.858,0.393,0.843,-0.202
49,5.0,13.0,9.0,0.032,2.867,0.352,0.843,-0.202
50,5.0,13.0,10.0,0.042,3.396,0.358,1.077,-0.202
51,5.0,13.0,11.0,0.04,3.173,0.367,1.077,-0.202
52,5.0,13.0,12.0,0.04,3.158,0.372,1.077,-0.202
53,5.0,13.0,13.0,0.049,3.571,0.384,1.199,-0.202
54,5.0,13.0,14.0,0.052,3.62,0.391,1.199,-0.208
55,5.0,13.0,15.0,0.055,3.67,0.403,1.199,-0.208
56,5.0,13.0,16.0,0.051,3.448,0.388,1.199,-0.208
57,5.0,13.0,17.0,0.054,3.54,0.4,1.199,-0.208
58,5.0,13.0,18.0,0.057,3.576,0.429,1.199,-0.208
59,5.0,13.0,19.0,0.058,3.588,0.419,1.199,-0.208
60,5.0,14.0,5.0,0.04,3.609,0.44,0.843,-0.159
61,5.0,14.0,6.0,0.033,3.084,0.387,0.843,-0.177
62,5.0,14.0,7.0,0.032,2.906,0.396,0.843,-0.202
63,5.0,14.0,8.0,0.032,2.878,0.371,0.843,-0.202
64,5.0,14.0,9.0,0.037,3.15,0.353,0.878,-0.202
65,5.0,14.0,10.0,0.04,3.218,0.358,1.077,-0.202
66,5.0,14.0,11.0,0.04,3.155,0.385,1.077,-0.202
67,5.0,14.0,12.0,0.05,3.6,0.389,1.199,-0.202
68,5.0,14.0,13.0,0.052,3.62,0.391,1.199,-0.208
69,5.0,14.0,14.0,0.055,3.67,0.403,1.199,-0.208
70,5.0,14.0,15.0,0.055,3.563,0.4,1.199,-0.206
71,5.0,14.0,16.0,0.055,3.525,0.422,1.199,-0.208
72,5.0,14.0,17.0,0.058,3.625,0.435,1.199,-0.208
73,5.0,14.0,18.0,0.059,3.604,0.426,1.199,-0.208
74,5.0,14.0,19.0,0.06,3.551,0.441,1.199,-0.208
75,5.0,15.0,5.0,0.036,3.372,0.419,0.843,-0.177
76,5.0,15.0,6.0,0.034,3.103,0.391,0.843,-0.177
77,5.0,15.0,7.0,0.033,2.96,0.393,0.843,-0.202
78,5.0,15.0,8.0,0.033,2.967,0.344,0.878,-0.202
79,5.0,15.0,9.0,0.041,3.25,0.362,1.077,-0.202
80,5.0,15.0,10.0,0.042,3.236,0.377,1.077,-0.202
81,5.0,15.0,11.0,0.049,3.559,0.384,1.199,-0.202
82,5.0,15.0,12.0,0.053,3.633,0.391,1.199,-0.208
83,5.0,15.0,13.0,0.055,3.67,0.403,1.199,-0.208
84,5.0,15.0,14.0,0.055,3.563,0.4,1.199,-0.206
85,5.0,15.0,15.0,0.055,3.525,0.422,1.199,-0.208
86,5.0,15.0,16.0,0.062,3.7,0.433,1.199,-0.208
87,5.0,15.0,17.0,0.061,3.639,0.433,1.199,-0.208
88,5.0,15.0,18.0,0.058,3.45,0.441,1.199,-0.208
89,5.0,15.0,19.0,0.057,3.355,0.424,1.199,-0.208
90,5.0,16.0,5.0,0.035,3.288,0.409,0.843,-0.177
91,5.0,16.0,6.0,0.034,3.126,0.391,0.843,-0.177
92,5.0,16.0,7.0,0.032,2.942,0.363,0.843,-0.202
93,5.0,16.0,8.0,0.037,3.22,0.349,0.878,-0.202
94,5.0,16.0,9.0,0.041,3.253,0.362,1.077,-0.202
95,5.0,16.0,10.0,0.044,3.357,0.368,1.077,-0.202
96,5.0,16.0,11.0,0.052,3.672,0.4,1.199,-0.202
97,5.0,16.0,12.0,0.053,3.593,0.397,1.199,-0.208
98,5.0,16.0,13.0,0.051,3.448,0.388,1.199,-0.208
99,5.0,16.0,14.0,0.055,3.525,0.422,1.199,-0.208
100,5.0,16.0,15.0,0.062,3.7,0.433,1.199,-0.208
101,5.0,16.0,16.0,0.061,3.639,0.433,1.199,-0.208
102,5.0,16.0,17.0,0.057,3.387,0.441,1.199,-0.208
103,5.0,16.0,18.0,0.059,3.394,0.431,1.199,-0.208
104,5.0,16.0,19.0,0.063,3.58,0.421,1.199,-0.158
105,5.0,17.0,5.0,0.034,3.192,0.4,0.843,-0.177
106,5.0,17.0,6.0,0.031,2.934,0.372,0.843,-0.177
107,5.0,17.0,7.0,0.035,3.146,0.348,0.878,-0.202
108,5.0,17.0,8.0,0.039,3.252,0.357,1.077,-0.202
109,5.0,17.0,9.0,0.042,3.301,0.372,1.077,-0.202
110,5.0,17.0,10.0,0.052,3.718,0.389,1.199,-0.202
111,5.0,17.0,11.0,0.056,3.788,0.397,1.199,-0.208
112,5.0,17.0,12.0,0.055,3.694,0.403,1.199,-0.208
113,5.0,17.0,13.0,0.054,3.54,0.4,1.199,-0.208
114,5.0,17.0,14.0,0.058,3.625,0.435,1.199,-0.208
115,5.0,17.0,15.0,0.061,3.639,0.433,1.199,-0.208
116,5.0,17.0,16.0,0.057,3.387,0.441,1.199,-0.208
117,5.0,17.0,17.0,0.058,3.384,0.431,1.199,-0.208
118,5.0,17.0,18.0,0.066,3.685,0.446,1.199,-0.158
119,5.0,17.0,19.0,0.065,3.569,0.455,1.097,-0.158
120,5.0,18.0,5.0,0.033,3.101,0.4,0.843,-0.177
121,5.0,18.0,6.0,0.032,2.985,0.391,0.843,-0.177
122,5.0,18.0,7.0,0.037,3.226,0.364,0.878,-0.202
123,5.0,18.0,8.0,0.04,3.328,0.373,1.077,-0.202
124,5.0,18.0,9.0,0.046,3.473,0.36,1.077,-0.202
125,5.0,18.0,10.0,0.056,3.845,0.406,1.199,-0.202
126,5.0,18.0,11.0,0.057,3.767,0.409,1.199,-0.208
127,5.0,18.0,12.0,0.057,3.715,0.4,1.199,-0.208
128,5.0,18.0,13.0,0.057,3.576,0.429,1.199,-0.208
129,5.0,18.0,14.0,0.059,3.604,0.426,1.199,-0.208
130,5.0,18.0,15.0,0.058,3.45,0.441,1.199,-0.208
131,5.0,18.0,16.0,0.059,3.394,0.431,1.199,-0.208
132,5.0,18.0,17.0,0.066,3.685,0.446,1.199,-0.158
133,5.0,18.0,18.0,0.065,3.569,0.455,1.097,-0.158
134,5.0,18.0,19.0,0.066,3.556,0.444,1.097,-0.188
135,5.0,19.0,5.0,0.032,3.041,0.4,0.843,-0.177
136,5.0,19.0,6.0,0.036,3.192,0.382,0.843,-0.177
137,5.0,19.0,7.0,0.04,3.424,0.388,0.878,-0.202
138,5.0,19.0,8.0,0.042,3.341,0.367,1.077,-0.202
139,5.0,19.0,9.0,0.055,3.868,0.4,1.199,-0.202
140,5.0,19.0,10.0,0.056,3.785,0.418,1.199,-0.208
141,5.0,19.0,11.0,0.055,3.631,0.394,1.199,-0.208
142,5.0,19.0,12.0,0.054,3.467,0.406,1.199,-0.208
143,5.0,19.0,13.0,0.058,3.588,0.419,1.199,-0.208
144,5.0,19.0,14.0,0.06,3.551,0.441,1.199,-0.208
145,5.0,19.0,15.0,0.057,3.355,0.424,1.199,-0.208
146,5.0,19.0,16.0,0.063,3.58,0.421,1.199,-0.158
147,5.0,19.0,17.0,0.065,3.569,0.455,1.097,-0.158
148,5.0,19.0,18.0,0.066,3.556,0.444,1.097,-0.188
149,5.0,19.0,19.0,0.072,3.583,0.46,1.097,-0.188
150,5.0,20.0,5.0,0.034,3.241,0.404,0.843,-0.177
151,5.0,20.0,6.0,0.038,3.315,0.379,0.878,-0.177
152,5.0,20.0,7.0,0.038,3.265,0.376,0.878,-0.202
153,5.0,20.0,8.0,0.045,3.481,0.364,1.077,-0.202
154,5.0,20.0,9.0,0.056,3.847,0.406,1.199,-0.202
155,5.0,20.0,10.0,0.058,3.817,0.424,1.199,-0.208
156,5.0,20.0,11.0,0.056,3.69,0.394,1.199,-0.208
157,5.0,20.0,12.0,0.058,3.631,0.429,1.199,-0.208
158,5.0,20.0,13.0,0.057,3.544,0.419,1.199,-0.208
159,5.0,20.0,14.0,0.058,3.416,0.424,1.199,-0.208
160,5.0,20.0,15.0,0.063,3.581,0.421,1.199,-0.158
161,5.0,20.0,16.0,0.063,3.513,0.446,1.097,-0.158
162,5.0,20.0,17.0,0.064,3.544,0.455,1.097,-0.188
163,5.0,20.0,18.0,0.073,3.637,0.48,1.097,-0.188
164,5.0,20.0,19.0,0.072,3.548,0.469,1.097,-0.188
165,5.0,21.0,5.0,0.034,3.171,0.404,0.843,-0.177
166,5.0,21.0,6.0,0.041,3.583,0.379,0.878,-0.177
167,5.0,21.0,7.0,0.036,3.132,0.36,0.878,-0.202
168,5.0,21.0,8.0,0.05,3.696,0.378,1.199,-0.202
169,5.0,21.0,9.0,0.058,3.871,0.418,1.199,-0.208
170,5.0,21.0,10.0,0.056,3.685,0.409,1.199,-0.208
171,5.0,21.0,11.0,0.054,3.456,0.406,1.199,-0.208
172,5.0,21.0,12.0,0.056,3.521,0.413,1.199,-0.208
173,5.0,21.0,13.0,0.057,3.411,0.433,1.199,-0.208
174,5.0,21.0,14.0,0.06,3.485,0.431,1.199,-0.208
175,5.0,21.0,15.0,0.063,3.509,0.446,1.097,-0.158
176,5.0,21.0,16.0,0.065,3.548,0.455,1.097,-0.188
177,5.0,21.0,17.0,0.067,3.497,0.462,1.097,-0.188
178,5.0,21.0,18.0,0.072,3.548,0.469,1.097,-0.188
179,5.0,21.0,19.0,0.068,3.512,0.442,1.097,-0.163
180,5.0,22.0,5.0,0.033,3.112,0.404,0.843,-0.177
181,5.0,22.0,6.0,0.04,3.466,0.391,0.878,-0.177
182,5.0,22.0,7.0,0.043,3.409,0.362,1.077,-0.202
183,5.0,22.0,8.0,0.051,3.731,0.384,1.199,-0.202
184,5.0,22.0,9.0,0.058,3.832,0.424,1.199,-0.208
185,5.0,22.0,10.0,0.057,3.748,0.394,1.199,-0.208
186,5.0,22.0,11.0,0.054,3.483,0.422,1.199,-0.208
187,5.0,22.0,12.0,0.057,3.453,0.426,1.199,-0.208
188,5.0,22.0,13.0,0.056,3.363,0.417,1.199,-0.208
189,5.0,22.0,14.0,0.061,3.548,0.414,1.199,-0.158
190,5.0,22.0,15.0,0.065,3.574,0.455,1.097,-0.158
191,5.0,22.0,16.0,0.067,3.568,0.453,1.097,-0.188
192,5.0,22.0,17.0,0.071,3.552,0.46,1.097,-0.188
193,5.0,22.0,18.0,0.069,3.506,0.451,1.097,-0.188
194,5.0,22.0,19.0,0.078,3.738,0.458,1.097,-0.163
195,5.0,23.0,5.0,0.034,3.204,0.387,0.843,-0.177
196,5.0,23.0,6.0,0.04,3.523,0.375,0.878,-0.177
197,5.0,23.0,7.0,0.043,3.461,0.37,1.077,-0.202
198,5.0,23.0,8.0,0.052,3.731,0.403,1.199,-0.202
199,5.0,23.0,9.0,0.059,3.875,0.424,1.199,-0.208
200,5.0,23.0,10.0,0.051,3.412,0.388,1.199,-0.208
201,5.0,23.0,11.0,0.056,3.551,0.429,1.199,-0.208
202,5.0,23.0,12.0,0.059,3.516,0.417,1.199,-0.208
203,5.0,23.0,13.0,0.06,3.499,0.414,1.199,-0.208
204,5.0,23.0,14.0,0.063,3.517,0.446,1.097,-0.158
205,5.0,23.0,15.0,0.063,3.51,0.446,1.097,-0.188
206,5.0,23.0,16.0,0.067,3.509,0.442,1.097,-0.188
207,5.0,23.0,17.0,0.07,3.514,0.46,1.097,-0.188
208,5.0,23.0,18.0,0.073,3.643,0.44,1.097,-0.163
209,5.0,23.0,19.0,0.078,3.648,0.447,1.097,-0.163
210,5.0,24.0,5.0,0.034,3.31,0.365,0.878,-0.177
211,5.0,24.0,6.0,0.041,3.545,0.372,0.878,-0.177
212,5.0,24.0,7.0,0.046,3.619,0.385,1.199,-0.202
213,5.0,24.0,8.0,0.055,3.85,0.4,1.199,-0.208
214,5.0,24.0,9.0,0.056,3.729,0.418,1.199,-0.208
215,5.0,24.0,10.0,0.053,3.438,0.4,1.199,-0.208
216,5.0,24.0,11.0,0.057,3.543,0.419,1.199,-0.208
217,5.0,24.0,12.0,0.056,3.34,0.417,1.199,-0.208
218,5.0,24.0,13.0,0.061,3.533,0.414,1.199,-0.158
219,5.0,24.0,14.0,0.063,3.54,0.446,1.097,-0.158
220,5.0,24.0,15.0,0.065,3.43,0.434,1.097,-0.188
221,5.0,24.0,16.0,0.07,3.514,0.46,1.097,-0.188
222,5.0,24.0,17.0,0.072,3.609,0.44,1.097,-0.163
223,5.0,24.0,18.0,0.074,3.575,0.438,1.097,-0.163
224,5.0,24.0,19.0,0.077,3.622,0.426,1.097,-0.157
225,5.0,25.0,5.0,0.034,3.257,0.365,0.878,-0.177
226,5.0,25.0,6.0,0.042,3.577,0.384,0.878,-0.177
227,5.0,25.0,7.0,0.048,3.635,0.395,1.199,-0.202
228,5.0,25.0,8.0,0.055,3.816,0.406,1.199,-0.208
229,5.0,25.0,9.0,0.053,3.618,0.412,1.199,-0.208
230,5.0,25.0,10.0,0.053,3.435,0.4,1.199,-0.208
231,5.0,25.0,11.0,0.058,3.561,0.41,1.199,-0.208
232,5.0,25.0,12.0,0.058,3.443,0.407,1.199,-0.208
233,5.0,25.0,13.0,0.066,3.617,0.455,1.097,-0.158
234,5.0,25.0,14.0,0.063,3.51,0.446,1.097,-0.188
235,5.0,25.0,15.0,0.069,3.526,0.451,1.097,-0.188
236,5.0,25.0,16.0,0.073,3.574,0.469,1.097,-0.163
237,5.0,25.0,17.0,0.076,3.737,0.449,1.097,-0.163
238,5.0,25.0,18.0,0.078,3.648,0.426,1.097,-0.157
239,5.0,25.0,19.0,0.073,3.6,0.408,1.097,-0.157
240,5.0,26.0,5.0,0.034,3.189,0.376,0.878,-0.177
241,5.0,26.0,6.0,0.044,3.591,0.383,0.878,-0.177
242,5.0,26.0,7.0,0.048,3.666,0.395,1.199,-0.202
243,5.0,26.0,8.0,0.055,3.864,0.4,1.199,-0.208
244,5.0,26.0,9.0,0.055,3.657,0.403,1.199,-0.208
245,5.0,26.0,10.0,0.056,3.556,0.429,1.199,-0.208
246,5.0,26.0,11.0,0.055,3.36,0.41,1.199,-0.208
247,5.0,26.0,12.0,0.061,3.526,0.414,1.199,-0.158
248,5.0,26.0,13.0,0.063,3.537,0.446,1.097,-0.158
249,5.0,26.0,14.0,0.067,3.529,0.434,1.097,-0.188
250,5.0,26.0,15.0,0.071,3.539,0.46,1.097,-0.163
251,5.0,26.0,16.0,0.074,3.621,0.449,1.097,-0.163
252,5.0,26.0,17.0,0.076,3.701,0.449,1.097,-0.163
253,5.0,26.0,18.0,0.075,3.62,0.417,1.097,-0.157
254,5.0,26.0,19.0,0.071,3.605,0.392,1.097,-0.157
255,5.0,27.0,5.0,0.039,3.459,0.382,0.878,-0.177
256,5.0,27.0,6.0,0.045,3.601,0.388,0.878,-0.177
257,5.0,27.0,7.0,0.049,3.699,0.4,1.199,-0.202
258,5.0,27.0,8.0,0.052,3.693,0.394,1.199,-0.208
259,5.0,27.0,9.0,0.053,3.525,0.409,1.199,-0.208
260,5.0,27.0,10.0,0.056,3.513,0.429,1.199,-0.208
261,5.0,27.0,11.0,0.057,3.396,0.4,1.199,-0.208
262,5.0,27.0,12.0,0.061,3.487,0.421,1.097,-0.158
263,5.0,27.0,13.0,0.065,3.552,0.436,1.097,-0.188
264,5.0,27.0,14.0,0.07,3.559,0.451,1.097,-0.163
265,5.0,27.0,15.0,0.072,3.549,0.469,1.097,-0.163
266,5.0,27.0,16.0,0.073,3.664,0.44,1.097,-0.163
267,5.0,27.0,17.0,0.076,3.647,0.417,1.097,-0.157
268,5.0,27.0,18.0,0.074,3.621,0.408,1.097,-0.157
269,5.0,27.0,19.0,0.073,3.741,0.392,1.097,-0.157
270,5.0,28.0,5.0,0.038,3.443,0.378,0.878,-0.177
271,5.0,28.0,6.0,0.044,3.51,0.388,0.878,-0.177
272,5.0,28.0,7.0,0.052,3.823,0.392,1.199,-0.177
273,5.0,28.0,8.0,0.052,3.694,0.394,1.199,-0.208
274,5.0,28.0,9.0,0.055,3.556,0.415,1.199,-0.208
275,5.0,28.0,10.0,0.057,3.512,0.403,1.199,-0.208
276,5.0,28.0,11.0,0.056,3.35,0.4,1.199,-0.208
277,5.0,28.0,12.0,0.069,3.702,0.463,1.097,-0.158
278,5.0,28.0,13.0,0.064,3.504,0.436,1.097,-0.188
279,5.0,28.0,14.0,0.069,3.499,0.451,1.097,-0.163
280,5.0,28.0,15.0,0.072,3.594,0.44,1.097,-0.163
281,5.0,28.0,16.0,0.074,3.704,0.44,1.097,-0.163
282,5.0,28.0,17.0,0.072,3.589,0.4,1.097,-0.157
283,5.0,28.0,18.0,0.071,3.604,0.392,1.097,-0.157
284,5.0,28.0,19.0,0.075,3.826,0.392,1.097,-0.123
285,5.0,29.0,5.0,0.039,3.486,0.378,0.878,-0.177
286,5.0,29.0,6.0,0.046,3.635,0.405,0.988,-0.177
287,5.0,29.0,7.0,0.052,3.811,0.397,1.199,-0.183
288,5.0,29.0,8.0,0.052,3.653,0.4,1.199,-0.208
289,5.0,29.0,9.0,0.052,3.405,0.415,1.199,-0.208
290,5.0,29.0,10.0,0.056,3.484,0.387,1.199,-0.208
291,5.0,29.0,11.0,0.057,3.375,0.407,1.097,-0.158
292,5.0,29.0,12.0,0.066,3.609,0.436,1.097,-0.188
293,5.0,29.0,13.0,0.067,3.554,0.434,1.097,-0.163
294,5.0,29.0,14.0,0.068,3.487,0.451,1.097,-0.163
295,5.0,29.0,15.0,0.075,3.67,0.449,1.097,-0.163
296,5.0,29.0,16.0,0.073,3.674,0.44,1.097,-0.157
297,5.0,29.0,17.0,0.07,3.584,0.392,1.097,-0.157
298,5.0,29.0,18.0,0.075,3.812,0.392,1.097,-0.121
299,5.0,29.0,19.0,0.08,4.016,0.4,1.097,-0.123
300,5.0,30.0,5.0,0.038,3.425,0.371,0.878,-0.177
301,5.0,30.0,6.0,0.05,3.886,0.385,1.389,-0.177
302,5.0,30.0,7.0,0.051,3.709,0.397,1.199,-0.183
303,5.0,30.0,8.0,0.053,3.688,0.406,1.199,-0.208
304,5.0,30.0,9.0,0.052,3.363,0.431,1.199,-0.208
305,5.0,30.0,10.0,0.056,3.435,0.393,1.199,-0.208
306,5.0,30.0,11.0,0.062,3.51,0.421,1.097,-0.158
307,5.0,30.0,12.0,0.061,3.47,0.421,1.097,-0.163
308,5.0,30.0,13.0,0.065,3.467,0.434,1.097,-0.163
309,5.0,30.0,14.0,0.069,3.512,0.451,1.097,-0.163
310,5.0,30.0,15.0,0.075,3.68,0.449,1.097,-0.163
311,5.0,30.0,16.0,0.072,3.652,0.412,1.097,-0.157
312,5.0,30.0,17.0,0.069,3.584,0.385,1.097,-0.157
313,5.0,30.0,18.0,0.074,3.852,0.385,1.097,-0.123
314,5.0,30.0,19.0,0.077,3.924,0.373,1.097,-0.134
315,5.0,31.0,5.0,0.042,3.595,0.384,0.878,-0.177
316,5.0,31.0,6.0,0.05,3.879,0.364,1.389,-0.177
317,5.0,31.0,7.0,0.051,3.754,0.397,1.199,-0.183
318,5.0,31.0,8.0,0.055,3.741,0.412,1.199,-0.183
319,5.0,31.0,9.0,0.053,3.467,0.409,1.199,-0.208
320,5.0,31.0,10.0,0.056,3.368,0.4,1.199,-0.208
321,5.0,31.0,11.0,0.062,3.53,0.404,1.097,-0.151
322,5.0,31.0,12.0,0.061,3.475,0.421,1.097,-0.163
323,5.0,31.0,13.0,0.067,3.5,0.442,1.097,-0.163
324,5.0,31.0,14.0,0.073,3.641,0.44,1.097,-0.163
325,5.0,31.0,15.0,0.074,3.679,0.44,1.097,-0.157
326,5.0,31.0,16.0,0.07,3.562,0.392,1.097,-0.157
327,5.0,31.0,17.0,0.073,3.8,0.385,1.097,-0.121
328,5.0,31.0,18.0,0.079,4.006,0.392,1.097,-0.123
329,5.0,31.0,19.0,0.084,4.105,0.388,1.097,-0.134
330,5.0,32.0,5.0,0.044,3.728,0.405,0.878,-0.177
331,5.0,32.0,6.0,0.049,3.831,0.359,1.389,-0.177
332,5.0,32.0,7.0,0.05,3.666,0.392,1.199,-0.183
333,5.0,32.0,8.0,0.051,3.468,0.412,1.199,-0.183
334,5.0,32.0,9.0,0.056,3.562,0.391,1.199,-0.183
335,5.0,32.0,10.0,0.058,3.45,0.407,1.199,-0.183
336,5.0,32.0,11.0,0.063,3.564,0.421,1.097,-0.151
337,5.0,32.0,12.0,0.065,3.564,0.436,1.097,-0.163
338,5.0,32.0,13.0,0.067,3.468,0.442,1.097,-0.163
339,5.0,32.0,14.0,0.071,3.608,0.431,1.097,-0.163
340,5.0,32.0,15.0,0.075,3.684,0.429,1.097,-0.157
341,5.0,32.0,16.0,0.068,3.629,0.377,1.097,-0.157
342,5.0,32.0,17.0,0.077,3.921,0.392,1.097,-0.121
343,5.0,32.0,18.0,0.08,4.012,0.38,1.097,-0.134
344,5.0,32.0,19.0,0.08,3.931,0.388,1.097,-0.134
345,5.0,33.0,5.0,0.045,3.676,0.415,0.878,-0.177
346,5.0,33.0,6.0,0.051,3.93,0.364,1.389,-0.177
347,5.0,33.0,7.0,0.05,3.671,0.397,1.199,-0.183
348,5.0,33.0,8.0,0.05,3.398,0.412,1.199,-0.183
349,5.0,33.0,9.0,0.056,3.58,0.391,1.199,-0.183
350,5.0,33.0,10.0,0.058,3.43,0.407,1.097,-0.151
351,5.0,33.0,11.0,0.063,3.548,0.429,1.097,-0.163
352,5.0,33.0,12.0,0.064,3.443,0.444,1.097,-0.163
353,5.0,33.0,13.0,0.065,3.456,0.434,1.097,-0.163
354,5.0,33.0,14.0,0.071,3.639,0.431,1.097,-0.163
355,5.0,33.0,15.0,0.071,3.642,0.412,1.097,-0.157
356,5.0,33.0,16.0,0.073,3.783,0.385,1.097,-0.121
357,5.0,33.0,17.0,0.079,3.938,0.4,1.097,-0.123
358,5.0,33.0,18.0,0.081,4.058,0.38,1.097,-0.134
359,5.0,33.0,19.0,0.082,4.117,0.4,1.097,-0.134
360,5.0,34.0,5.0,0.043,3.594,0.398,0.878,-0.177
361,5.0,34.0,6.0,0.052,3.924,0.368,1.389,-0.177
362,5.0,34.0,7.0,0.052,3.75,0.403,1.199,-0.183
363,5.0,34.0,8.0,0.049,3.336,0.412,1.199,-0.183
364,5.0,34.0,9.0,0.056,3.564,0.391,1.199,-0.183
365,5.0,34.0,10.0,0.057,3.439,0.383,1.097,-0.151
366,5.0,34.0,11.0,0.06,3.406,0.421,1.097,-0.163
367,5.0,34.0,12.0,0.064,3.447,0.426,1.097,-0.163
368,5.0,34.0,13.0,0.064,3.483,0.407,1.097,-0.163
369,5.0,34.0,14.0,0.068,3.6,0.415,1.097,-0.157
370,5.0,34.0,15.0,0.073,3.737,0.412,1.097,-0.157
371,5.0,34.0,16.0,0.072,3.806,0.377,1.097,-0.121
372,5.0,34.0,17.0,0.08,4.017,0.4,1.097,-0.134
373,5.0,34.0,18.0,0.078,3.904,0.38,1.097,-0.134
374,5.0,34.0,19.0,0.087,4.182,0.417,1.097,-0.134
375,6.0,11.0,5.0,0.033,3.074,0.402,0.843,-0.2
376,6.0,11.0,6.0,0.038,3.268,0.414,0.843,-0.177
377,6.0,11.0,7.0,0.033,2.868,0.409,0.843,-0.202
378,6.0,11.0,8.0,0.033,2.9,0.398,0.843,-0.202
379,6.0,11.0,9.0,0.032,2.789,0.356,0.843,-0.202
380,6.0,11.0,10.0,0.039,3.092,0.362,1.077,-0.202
381,6.0,11.0,11.0,0.043,3.238,0.395,1.077,-0.202
382,6.0,11.0,12.0,0.044,3.241,0.378,1.077,-0.2
383,6.0,11.0,13.0,0.051,3.612,0.366,1.199,-0.175
384,6.0,11.0,14.0,0.054,3.686,0.382,1.199,-0.175
385,6.0,11.0,15.0,0.056,3.666,0.409,1.199,-0.175
386,6.0,11.0,16.0,0.059,3.734,0.413,1.199,-0.175
387,6.0,11.0,17.0,0.057,3.553,0.419,1.199,-0.168
388,6.0,11.0,18.0,0.064,3.759,0.441,1.199,-0.168
389,6.0,11.0,19.0,0.063,3.718,0.424,1.199,-0.168
390,6.0,12.0,5.0,0.036,3.242,0.427,0.843,-0.156
391,6.0,12.0,6.0,0.036,3.09,0.414,0.843,-0.177
392,6.0,12.0,7.0,0.033,2.978,0.404,0.843,-0.202
393,6.0,12.0,8.0,0.033,2.895,0.368,0.843,-0.202
394,6.0,12.0,9.0,0.039,3.091,0.362,1.077,-0.202
395,6.0,12.0,10.0,0.042,3.229,0.395,1.077,-0.202
396,6.0,12.0,11.0,0.044,3.241,0.378,1.077,-0.2
397,6.0,12.0,12.0,0.051,3.619,0.366,1.199,-0.175
398,6.0,12.0,13.0,0.054,3.658,0.397,1.199,-0.175
