,p1,p2,average,accumulated,win_ratio,max_win,max_loss
1110,29.0,64.0,1.019,7.133,0.429,6.784,-0.376
1111,29.0,65.0,1.058,7.403,0.429,6.784,-0.376
1112,29.0,66.0,1.048,7.334,0.429,6.784,-0.376
1113,29.0,67.0,1.052,7.363,0.429,6.784,-0.376
1114,29.0,68.0,1.055,7.384,0.429,6.788,-0.376
1115,29.0,69.0,1.057,7.398,0.429,6.788,-0.376
1116,29.0,70.0,1.057,7.396,0.429,6.788,-0.376
1117,29.0,71.0,0.9,7.199,0.375,6.788,-0.376
1118,29.0,72.0,1.023,7.159,0.429,6.788,-0.376
1119,29.0,73.0,1.028,7.195,0.429,6.788,-0.356
1120,29.0,74.0,1.027,7.19,0.429,6.788,-0.356
1121,29.0,75.0,1.023,7.159,0.429,6.788,-0.356
1122,29.0,76.0,1.024,7.167,0.429,6.788,-0.356
1123,29.0,77.0,1.039,7.27,0.429,6.788,-0.356
1124,29.0,78.0,1.039,7.27,0.429,6.788,-0.356
1125,30.0,35.0,0.466,5.126,0.364,3.047,-0.334
1126,30.0,36.0,0.507,5.071,0.4,3.047,-0.334
1127,30.0,37.0,0.509,5.093,0.4,3.047,-0.334
1128,30.0,38.0,0.499,4.994,0.4,3.036,-0.334
1129,30.0,39.0,0.567,5.106,0.444,3.036,-0.334
1130,30.0,40.0,0.563,5.067,0.444,3.036,-0.334
1131,30.0,41.0,0.515,5.147,0.4,3.036,-0.334
1132,30.0,42.0,0.569,5.119,0.444,3.011,-0.334
1133,30.0,43.0,0.564,5.073,0.444,3.011,-0.334
1134,30.0,44.0,0.633,5.062,0.5,3.011,-0.334
1135,30.0,45.0,0.631,5.047,0.5,3.011,-0.334
1136,30.0,46.0,0.62,4.963,0.5,2.954,-0.334
1137,30.0,47.0,0.625,5.0,0.5,2.954,-0.334
1138,30.0,48.0,0.622,4.975,0.5,2.954,-0.334
1139,30.0,49.0,0.603,4.823,0.5,2.954,-0.334
1140,30.0,50.0,0.606,4.846,0.5,3.085,-0.334
1141,30.0,51.0,0.606,4.845,0.5,3.085,-0.334
1142,30.0,52.0,0.609,4.872,0.5,3.125,-0.334
1143,30.0,53.0,0.61,4.881,0.5,3.125,-0.334
1144,30.0,54.0,0.604,4.83,0.5,3.187,-0.334
1145,30.0,55.0,1.091,7.64,0.429,6.784,-0.334
1146,30.0,56.0,1.063,7.44,0.429,6.784,-0.334
1147,30.0,57.0,1.053,7.369,0.429,6.784,-0.349
1148,30.0,58.0,1.043,7.298,0.429,6.784,-0.349
1149,30.0,59.0,1.039,7.271,0.429,6.784,-0.376
1150,30.0,60.0,1.016,7.109,0.429,6.784,-0.376
1151,30.0,61.0,1.016,7.115,0.429,6.784,-0.376
1152,30.0,62.0,1.019,7.133,0.429,6.784,-0.376
1153,30.0,63.0,1.019,7.133,0.429,6.784,-0.376
1154,30.0,64.0,1.047,7.331,0.429,6.788,-0.376
1155,30.0,65.0,1.049,7.346,0.429,6.788,-0.376
1156,30.0,66.0,1.055,7.384,0.429,6.788,-0.376
1157,30.0,67.0,1.055,7.384,0.429,6.788,-0.376
1158,30.0,68.0,1.057,7.396,0.429,6.788,-0.376
1159,30.0,69.0,1.059,7.416,0.429,6.788,-0.356
1160,30.0,70.0,0.892,7.134,0.375,6.788,-0.356
1161,30.0,71.0,1.027,7.188,0.429,6.788,-0.356
1162,30.0,72.0,1.028,7.195,0.429,6.788,-0.356
1163,30.0,73.0,1.029,7.201,0.429,6.788,-0.356
1164,30.0,74.0,1.023,7.159,0.429,6.788,-0.356
1165,30.0,75.0,0.913,7.304,0.375,6.788,-0.356
1166,30.0,76.0,1.039,7.27,0.429,6.788,-0.356
1167,30.0,77.0,1.037,7.262,0.429,6.788,-0.356
1168,30.0,78.0,1.041,7.286,0.429,6.788,-0.356
1169,30.0,79.0,1.032,7.222,0.429,6.788,-0.356
1170,31.0,36.0,0.509,5.093,0.4,3.047,-0.334
1171,31.0,37.0,0.494,4.941,0.4,3.047,-0.334
1172,31.0,38.0,0.567,5.106,0.444,3.036,-0.334
1173,31.0,39.0,0.563,5.067,0.444,3.036,-0.334
1174,31.0,40.0,0.518,5.177,0.4,3.036,-0.334
1175,31.0,41.0,0.577,5.194,0.444,3.036,-0.334
1176,31.0,42.0,0.637,5.1,0.5,3.011,-0.334
1177,31.0,43.0,0.631,5.047,0.5,3.011,-0.334
1178,31.0,44.0,0.631,5.047,0.5,3.011,-0.334
1179,31.0,45.0,0.62,4.963,0.5,2.954,-0.334
1180,31.0,46.0,0.625,5.0,0.5,2.954,-0.334
1181,31.0,47.0,0.599,4.791,0.5,2.954,-0.334
1182,31.0,48.0,0.595,4.758,0.5,2.954,-0.334
1183,31.0,49.0,0.606,4.846,0.5,3.085,-0.334
1184,31.0,50.0,0.607,4.852,0.5,3.085,-0.334
1185,31.0,51.0,0.61,4.881,0.5,3.125,-0.334
1186,31.0,52.0,0.592,4.737,0.5,3.125,-0.334
1187,31.0,53.0,0.604,4.83,0.5,3.187,-0.334
1188,31.0,54.0,1.09,7.628,0.429,6.784,-0.334
1189,31.0,55.0,1.063,7.44,0.429,6.784,-0.334
1190,31.0,56.0,1.063,7.44,0.429,6.784,-0.334
1191,31.0,57.0,1.039,7.271,0.429,6.784,-0.376
1192,31.0,58.0,1.039,7.271,0.429,6.784,-0.376
1193,31.0,59.0,1.016,7.115,0.429,6.784,-0.376
1194,31.0,60.0,1.016,7.115,0.429,6.784,-0.376
1195,31.0,61.0,1.02,7.137,0.429,6.788,-0.376
1196,31.0,62.0,1.009,7.061,0.429,6.788,-0.376
1197,31.0,63.0,1.037,7.262,0.429,6.788,-0.376
1198,31.0,64.0,1.052,7.365,0.429,6.788,-0.376
1199,31.0,65.0,1.055,7.384,0.429,6.788,-0.376
1200,31.0,66.0,1.06,7.418,0.429,6.788,-0.356
1201,31.0,67.0,1.059,7.416,0.429,6.788,-0.356
1202,31.0,68.0,1.029,7.202,0.429,6.788,-0.356
1203,31.0,69.0,0.893,7.144,0.375,6.788,-0.356
1204,31.0,70.0,1.027,7.188,0.429,6.788,-0.356
1205,31.0,71.0,1.023,7.164,0.429,6.788,-0.356
1206,31.0,72.0,1.029,7.201,0.429,6.788,-0.356
1207,31.0,73.0,1.044,7.31,0.429,6.788,-0.356
1208,31.0,74.0,1.05,7.353,0.429,6.788,-0.356
1209,31.0,75.0,0.945,6.618,0.429,6.097,-0.356
1210,31.0,76.0,0.939,6.57,0.429,6.097,-0.356
1211,31.0,77.0,0.953,6.671,0.429,6.097,-0.347
1212,31.0,78.0,0.953,6.671,0.429,6.097,-0.347
1213,31.0,79.0,0.953,6.673,0.429,6.097,-0.347
1214,31.0,80.0,0.954,6.678,0.429,6.097,-0.341
1215,32.0,37.0,0.567,5.106,0.444,3.036,-0.334
1216,32.0,38.0,0.563,5.067,0.444,3.036,-0.334
1217,32.0,39.0,0.518,5.177,0.4,3.036,-0.334
1218,32.0,40.0,0.565,5.081,0.444,3.036,-0.334
1219,32.0,41.0,0.636,5.089,0.5,3.011,-0.334
1220,32.0,42.0,0.631,5.047,0.5,3.011,-0.334
1221,32.0,43.0,0.616,4.932,0.5,3.011,-0.334
1222,32.0,44.0,0.624,4.994,0.5,2.954,-0.334
1223,32.0,45.0,0.629,5.033,0.5,2.954,-0.334
1224,32.0,46.0,0.6,4.798,0.5,2.954,-0.334
1225,32.0,47.0,0.589,4.715,0.5,2.954,-0.334
1226,32.0,48.0,0.607,4.852,0.5,3.085,-0.334
1227,32.0,49.0,0.607,4.855,0.5,3.085,-0.334
1228,32.0,50.0,0.61,4.881,0.5,3.125,-0.334
1229,32.0,51.0,0.592,4.737,0.5,3.125,-0.334
1230,32.0,52.0,1.091,7.64,0.429,6.784,-0.334
1231,32.0,53.0,1.09,7.628,0.429,6.784,-0.334
1232,32.0,54.0,1.063,7.44,0.429,6.784,-0.334
1233,32.0,55.0,1.062,7.436,0.429,6.784,-0.334
1234,32.0,56.0,1.048,7.339,0.429,6.784,-0.334
1235,32.0,57.0,1.016,7.109,0.429,6.784,-0.376
1236,32.0,58.0,1.017,7.119,0.429,6.788,-0.376
1237,32.0,59.0,1.009,7.061,0.429,6.788,-0.376
1238,32.0,60.0,1.009,7.061,0.429,6.788,-0.376
1239,32.0,61.0,1.009,7.061,0.429,6.788,-0.376
1240,32.0,62.0,1.04,7.281,0.429,6.788,-0.376
1241,32.0,63.0,1.052,7.365,0.429,6.788,-0.376
1242,32.0,64.0,1.058,7.404,0.429,6.788,-0.356
1243,32.0,65.0,1.06,7.419,0.429,6.788,-0.356
1244,32.0,66.0,1.047,7.33,0.429,6.788,-0.356
1245,32.0,67.0,1.03,7.212,0.429,6.788,-0.356
1246,32.0,68.0,1.028,7.196,0.429,6.788,-0.356
1247,32.0,69.0,1.022,7.157,0.429,6.788,-0.356
1248,32.0,70.0,1.023,7.164,0.429,6.788,-0.356
1249,32.0,71.0,0.935,6.542,0.429,6.097,-0.356
1250,32.0,72.0,0.946,6.619,0.429,6.097,-0.356
1251,32.0,73.0,0.974,6.816,0.429,6.097,-0.347
1252,32.0,74.0,0.967,6.771,0.429,6.097,-0.347
1253,32.0,75.0,0.95,6.647,0.429,6.097,-0.347
1254,32.0,76.0,0.953,6.674,0.429,6.097,-0.32
1255,32.0,77.0,0.957,6.699,0.429,6.097,-0.32
1256,32.0,78.0,0.956,6.689,0.429,6.097,-0.341
1257,32.0,79.0,0.953,6.669,0.429,6.097,-0.341
1258,32.0,80.0,0.96,6.721,0.429,6.097,-0.341
1259,32.0,81.0,0.963,6.74,0.429,6.097,-0.341
1260,33.0,38.0,0.518,5.177,0.4,3.036,-0.334
1261,33.0,39.0,0.565,5.081,0.444,3.036,-0.334
1262,33.0,40.0,0.633,5.06,0.5,3.011,-0.334
1263,33.0,41.0,0.631,5.047,0.5,3.011,-0.334
1264,33.0,42.0,0.616,4.932,0.5,3.011,-0.334
1265,33.0,43.0,0.624,4.994,0.5,2.954,-0.334
1266,33.0,44.0,0.622,4.98,0.5,2.954,-0.334
1267,33.0,45.0,0.593,4.745,0.5,2.954,-0.334
1268,33.0,46.0,0.589,4.715,0.5,2.954,-0.334
1269,33.0,47.0,0.607,4.855,0.5,3.085,-0.334
1270,33.0,48.0,0.611,4.891,0.5,3.085,-0.334
1271,33.0,49.0,0.606,4.846,0.5,3.125,-0.334
1272,33.0,50.0,0.596,4.768,0.5,3.125,-0.334
1273,33.0,51.0,1.09,7.628,0.429,6.784,-0.334
1274,33.0,52.0,1.063,7.44,0.429,6.784,-0.334
1275,33.0,53.0,1.059,7.41,0.429,6.784,-0.334
1276,33.0,54.0,1.062,7.436,0.429,6.784,-0.334
1277,33.0,55.0,1.048,7.339,0.429,6.784,-0.334
1278,33.0,56.0,1.027,7.187,0.429,6.788,-0.334
1279,33.0,57.0,1.009,7.061,0.429,6.788,-0.376
1280,33.0,58.0,1.009,7.061,0.429,6.788,-0.376
1281,33.0,59.0,1.009,7.061,0.429,6.788,-0.376
1282,33.0,60.0,1.05,7.353,0.429,6.788,-0.376
1283,33.0,61.0,1.055,7.385,0.429,6.788,-0.356
1284,33.0,62.0,1.055,7.385,0.429,6.788,-0.356
1285,33.0,63.0,1.058,7.405,0.429,6.788,-0.356
1286,33.0,64.0,1.048,7.334,0.429,6.788,-0.356
1287,33.0,65.0,1.029,7.202,0.429,6.788,-0.356
1288,33.0,66.0,1.03,7.212,0.429,6.788,-0.356
1289,33.0,67.0,0.929,6.504,0.429,6.097,-0.356
1290,33.0,68.0,0.924,6.466,0.429,6.097,-0.356
1291,33.0,69.0,0.929,6.504,0.429,6.097,-0.356
1292,33.0,70.0,0.974,6.815,0.429,6.097,-0.339
1293,33.0,71.0,0.966,6.763,0.429,6.097,-0.347
1294,33.0,72.0,0.969,6.784,0.429,6.097,-0.347
1295,33.0,73.0,0.97,6.793,0.429,6.097,-0.32
1296,33.0,74.0,0.953,6.674,0.429,6.097,-0.32
1297,33.0,75.0,0.953,6.674,0.429,6.097,-0.32
1298,33.0,76.0,0.954,6.677,0.429,6.097,-0.341
1299,33.0,77.0,0.954,6.68,0.429,6.097,-0.341
1300,33.0,78.0,0.961,6.729,0.429,6.097,-0.341
1301,33.0,79.0,0.961,6.724,0.429,6.097,-0.341
1302,33.0,80.0,0.965,6.758,0.429,6.097,-0.341
1303,33.0,81.0,0.846,6.769,0.375,6.097,-0.341
1304,33.0,82.0,0.936,6.552,0.429,6.097,-0.334
1305,34.0,39.0,0.633,5.06,0.5,3.011,-0.334
1306,34.0,40.0,0.631,5.047,0.5,3.011,-0.334
1307,34.0,41.0,0.617,4.934,0.5,3.011,-0.334
1308,34.0,42.0,0.631,5.05,0.5,3.011,-0.334
1309,34.0,43.0,0.599,4.796,0.5,2.954,-0.334
1310,34.0,44.0,0.593,4.745,0.5,2.954,-0.334
1311,34.0,45.0,0.59,4.723,0.5,2.954,-0.334
1312,34.0,46.0,0.607,4.855,0.5,3.085,-0.334
1313,34.0,47.0,0.611,4.891,0.5,3.085,-0.334
1314,34.0,48.0,0.606,4.846,0.5,3.125,-0.334
1315,34.0,49.0,0.604,4.83,0.5,3.187,-0.334
1316,34.0,50.0,1.09,7.628,0.429,6.784,-0.334
1317,34.0,51.0,1.063,7.44,0.429,6.784,-0.334
1318,34.0,52.0,1.062,7.436,0.429,6.784,-0.334
1319,34.0,53.0,1.063,7.44,0.429,6.788,-0.334
1320,34.0,54.0,1.05,7.349,0.429,6.788,-0.334
1321,34.0,55.0,1.016,7.111,0.429,6.788,-0.339
1322,34.0,56.0,1.018,7.129,0.429,6.788,-0.339
1323,34.0,57.0,1.009,7.061,0.429,6.788,-0.376
1324,34.0,58.0,1.009,7.061,0.429,6.788,-0.376
1325,34.0,59.0,1.053,7.37,0.429,6.788,-0.356
1326,34.0,60.0,1.055,7.385,0.429,6.788,-0.356
1327,34.0,61.0,1.055,7.386,0.429,6.788,-0.356
1328,34.0,62.0,1.046,7.321,0.429,6.788,-0.356
1329,34.0,63.0,1.048,7.334,0.429,6.788,-0.356
1330,34.0,64.0,0.931,6.52,0.429,6.097,-0.356
1331,34.0,65.0,0.931,6.52,0.429,6.097,-0.356
1332,34.0,66.0,0.941,6.59,0.429,6.097,-0.356
1333,34.0,67.0,0.95,6.65,0.429,6.097,-0.339
1334,34.0,68.0,0.951,6.657,0.429,6.097,-0.339
1335,34.0,69.0,0.974,6.815,0.429,6.097,-0.339
1336,34.0,70.0,0.97,6.79,0.429,6.097,-0.32
1337,34.0,71.0,0.972,6.806,0.429,6.097,-0.32
1338,34.0,72.0,0.96,6.722,0.429,6.097,-0.32
1339,34.0,73.0,0.953,6.674,0.429,6.097,-0.32
1340,34.0,74.0,0.951,6.656,0.429,6.097,-0.341
1341,34.0,75.0,0.953,6.671,0.429,6.097,-0.341
1342,34.0,76.0,0.952,6.661,0.429,6.097,-0.341
1343,34.0,77.0,0.961,6.729,0.429,6.097,-0.341
1344,34.0,78.0,0.961,6.724,0.429,6.097,-0.341
1345,34.0,79.0,0.975,6.822,0.429,6.097,-0.341
1346,34.0,80.0,0.941,6.59,0.429,6.097,-0.334
1347,34.0,81.0,0.936,6.552,0.429,6.097,-0.334
1348,34.0,82.0,0.937,6.556,0.429,6.097,-0.334
1349,34.0,83.0,0.928,6.496,0.429,6.097,-0.334
1350,35.0,40.0,0.617,4.934,0.5,3.011,-0.334
1351,35.0,41.0,0.631,5.05,0.5,3.011,-0.334
1352,35.0,42.0,0.599,4.796,0.5,2.954,-0.334
1353,35.0,43.0,0.603,4.823,0.5,2.954,-0.334
1354,35.0,44.0,0.591,4.732,0.5,2.954,-0.334
1355,35.0,45.0,0.607,4.855,0.5,3.085,-0.334
1356,35.0,46.0,0.611,4.891,0.5,3.085,-0.334
1357,35.0,47.0,0.606,4.846,0.5,3.125,-0.334
1358,35.0,48.0,0.604,4.83,0.5,3.187,-0.334
1359,35.0,49.0,1.09,7.628,0.429,6.784,-0.334
1360,35.0,50.0,1.059,7.41,0.429,6.784,-0.334
1361,35.0,51.0,1.063,7.44,0.429,6.788,-0.334
1362,35.0,52.0,1.049,7.343,0.429,6.788,-0.334
1363,35.0,53.0,1.039,7.274,0.429,6.788,-0.339
1364,35.0,54.0,1.018,7.129,0.429,6.788,-0.339
1365,35.0,55.0,1.018,7.129,0.429,6.788,-0.339
1366,35.0,56.0,1.018,7.129,0.429,6.788,-0.339
1367,35.0,57.0,1.015,7.102,0.429,6.788,-0.356
1368,35.0,58.0,1.053,7.37,0.429,6.788,-0.356
1369,35.0,59.0,1.055,7.385,0.429,6.788,-0.356
1370,35.0,60.0,1.058,7.405,0.429,6.788,-0.356
1371,35.0,61.0,0.947,6.629,0.429,6.097,-0.356
1372,35.0,62.0,0.95,6.652,0.429,6.097,-0.356
1373,35.0,63.0,0.931,6.52,0.429,6.097,-0.356
1374,35.0,64.0,0.944,6.606,0.429,6.097,-0.356
1375,35.0,65.0,0.951,6.658,0.429,6.097,-0.339
1376,35.0,66.0,0.95,6.65,0.429,6.097,-0.339
1377,35.0,67.0,0.972,6.804,0.429,6.097,-0.32
1378,35.0,68.0,0.976,6.833,0.429,6.097,-0.32
1379,35.0,69.0,0.969,6.785,0.429,6.097,-0.32
1380,35.0,70.0,0.972,6.806,0.429,6.097,-0.32
1381,35.0,71.0,0.961,6.725,0.429,6.097,-0.32
1382,35.0,72.0,0.951,6.656,0.429,6.097,-0.341
1383,35.0,73.0,0.949,6.646,0.429,6.097,-0.341
1384,35.0,74.0,0.953,6.67,0.429,6.097,-0.341
1385,35.0,75.0,0.963,6.739,0.429,6.097,-0.341
1386,35.0,76.0,0.961,6.729,0.429,6.097,-0.341
1387,35.0,77.0,0.97,6.787,0.429,6.097,-0.341
1388,35.0,78.0,0.977,6.84,0.429,6.097,-0.334
1389,35.0,79.0,0.939,6.573,0.429,6.097,-0.334
1390,35.0,80.0,0.935,6.548,0.429,6.097,-0.334
1391,35.0,81.0,0.938,6.566,0.429,6.097,-0.334
1392,35.0,82.0,0.925,6.473,0.429,6.097,-0.374
1393,35.0,83.0,0.925,6.473,0.429,6.097,-0.374
1394,35.0,84.0,0.926,6.481,0.429,6.097,-0.374
1395,36.0,41.0,0.599,4.796,0.5,2.954,-0.334
1396,36.0,42.0,0.603,4.823,0.5,2.954,-0.334
1397,36.0,43.0,0.591,4.725,0.5,2.954,-0.334
1398,36.0,44.0,0.607,4.855,0.5,3.085,-0.334
1399,36.0,45.0,0.607,4.856,0.5,3.085,-0.334
1400,36.0,46.0,0.606,4.846,0.5,3.125,-0.334
1401,36.0,47.0,0.602,4.819,0.5,3.187,-0.334
1402,36.0,48.0,1.09,7.628,0.429,6.784,-0.334
1403,36.0,49.0,1.062,7.436,0.429,6.784,-0.334
1404,36.0,50.0,1.063,7.44,0.429,6.788,-0.334
1405,36.0,51.0,1.049,7.343,0.429,6.788,-0.334
1406,36.0,52.0,1.039,7.274,0.429,6.788,-0.339
1407,36.0,53.0,1.018,7.129,0.429,6.788,-0.339
1408,36.0,54.0,1.018,7.129,0.429,6.788,-0.339
1409,36.0,55.0,1.018,7.129,0.429,6.788,-0.339
1410,36.0,56.0,1.014,7.1,0.429,6.788,-0.356
1411,36.0,57.0,1.053,7.37,0.429,6.788,-0.356
1412,36.0,58.0,0.956,6.694,0.429,6.097,-0.356
1413,36.0,59.0,0.947,6.629,0.429,6.097,-0.356
1414,36.0,60.0,0.947,6.629,0.429,6.097,-0.356
1415,36.0,61.0,0.949,6.64,0.429,6.097,-0.356
1416,36.0,62.0,0.953,6.673,0.429,6.097,-0.32
1417,36.0,63.0,0.949,6.642,0.429,6.097,-0.339
1418,36.0,64.0,0.951,6.658,0.429,6.097,-0.339
1419,36.0,65.0,0.954,6.678,0.429,6.097,-0.32
1420,36.0,66.0,0.971,6.795,0.429,6.097,-0.32
1421,36.0,67.0,0.975,6.828,0.429,6.097,-0.32
1422,36.0,68.0,0.97,6.788,0.429,6.097,-0.32
1423,36.0,69.0,0.963,6.739,0.429,6.097,-0.32
1424,36.0,70.0,0.958,6.703,0.429,6.097,-0.341
1425,36.0,71.0,0.949,6.646,0.429,6.097,-0.341
1426,36.0,72.0,0.949,6.646,0.429,6.097,-0.341
1427,36.0,73.0,0.951,6.659,0.429,6.097,-0.341
1428,36.0,74.0,0.964,6.75,0.429,6.097,-0.341
1429,36.0,75.0,0.971,6.8,0.429,6.097,-0.341
1430,36.0,76.0,0.972,6.802,0.429,6.097,-0.334
1431,36.0,77.0,0.938,6.564,0.429,6.097,-0.334
1432,36.0,78.0,0.939,6.573,0.429,6.097,-0.334
1433,36.0,79.0,0.935,6.548,0.429,6.097,-0.334
1434,36.0,80.0,0.939,6.571,0.429,6.097,-0.334
1435,36.0,81.0,0.927,6.486,0.429,6.097,-0.36
1436,36.0,82.0,0.927,6.486,0.429,6.097,-0.36
1437,36.0,83.0,0.932,6.522,0.429,6.097,-0.36
1438,36.0,84.0,0.938,6.565,0.429,6.097,-0.36
1439,36.0,85.0,0.937,6.562,0.429,6.097,-0.36
1440,37.0,42.0,0.591,4.725,0.5,2.954,-0.334
1441,37.0,43.0,0.607,4.855,0.5,3.085,-0.334
1442,37.0,44.0,0.607,4.856,0.5,3.085,-0.334
1443,37.0,45.0,0.606,4.846,0.5,3.125,-0.334
1444,37.0,46.0,0.602,4.819,0.5,3.187,-0.334
1445,37.0,47.0,1.086,7.599,0.429,6.784,-0.334
1446,37.0,48.0,1.063,7.44,0.429,6.788,-0.334
1447,37.0,49.0,1.063,7.44,0.429,6.788,-0.334
1448,37.0,50.0,1.039,7.274,0.429,6.788,-0.339
1449,37.0,51.0,1.039,7.274,0.429,6.788,-0.339
1450,37.0,52.0,1.018,7.129,0.429,6.788,-0.339
1451,37.0,53.0,1.018,7.129,0.429,6.788,-0.339
1452,37.0,54.0,1.025,7.173,0.429,6.788,-0.334
1453,37.0,55.0,1.024,7.171,0.429,6.788,-0.334
1454,37.0,56.0,0.956,6.693,0.429,6.097,-0.356
1455,37.0,57.0,0.956,6.694,0.429,6.097,-0.356
1456,37.0,58.0,0.947,6.629,0.429,6.097,-0.356
1457,37.0,59.0,0.967,6.769,0.429,6.097,-0.356
1458,37.0,60.0,0.953,6.673,0.429,6.097,-0.32
1459,37.0,61.0,0.949,6.642,0.429,6.097,-0.339
1460,37.0,62.0,0.957,6.701,0.429,6.097,-0.32
1461,37.0,63.0,0.955,6.685,0.429,6.097,-0.32
1462,37.0,64.0,0.954,6.678,0.429,6.097,-0.32
1463,37.0,65.0,0.971,6.795,0.429,6.097,-0.32
1464,37.0,66.0,0.976,6.831,0.429,6.097,-0.32
1465,37.0,67.0,0.97,6.787,0.429,6.097,-0.32
1466,37.0,68.0,0.963,6.738,0.429,6.097,-0.32
1467,37.0,69.0,0.965,6.754,0.429,6.097,-0.341
1468,37.0,70.0,0.958,6.704,0.429,6.097,-0.341
1469,37.0,71.0,0.951,6.656,0.429,6.097,-0.341
1470,37.0,72.0,0.962,6.735,0.429,6.097,-0.341
1471,37.0,73.0,0.971,6.799,0.429,6.097,-0.341
1472,37.0,74.0,0.972,6.807,0.429,6.097,-0.334
1473,37.0,75.0,0.972,6.807,0.429,6.097,-0.334
1474,37.0,76.0,0.936,6.553,0.429,6.097,-0.334
1475,37.0,77.0,0.939,6.573,0.429,6.097,-0.334
1476,37.0,78.0,0.944,6.606,0.429,6.097,-0.32
1477,37.0,79.0,0.937,6.558,0.429,6.097,-0.36
1478,37.0,80.0,0.931,6.516,0.429,6.097,-0.36
1479,37.0,81.0,0.981,6.864,0.429,6.416,-0.36
1480,37.0,82.0,0.982,6.872,0.429,6.416,-0.36
1481,37.0,83.0,0.981,6.87,0.429,6.416,-0.36
1482,37.0,84.0,0.983,6.882,0.429,6.416,-0.36
1483,37.0,85.0,0.998,6.988,0.429,6.416,-0.36
1484,37.0,86.0,0.962,6.737,0.429,6.416,-0.344
1485,38.0,43.0,0.607,4.856,0.5,3.085,-0.334
1486,38.0,44.0,0.606,4.846,0.5,3.125,-0.334
1487,38.0,45.0,0.602,4.819,0.5,3.187,-0.334
1488,38.0,46.0,1.086,7.599,0.429,6.784,-0.334
1489,38.0,47.0,1.063,7.44,0.429,6.788,-0.334
1490,38.0,48.0,1.063,7.44,0.429,6.788,-0.334
1491,38.0,49.0,1.039,7.274,0.429,6.788,-0.339
1492,38.0,50.0,1.018,7.129,0.429,6.788,-0.339
1493,38.0,51.0,1.018,7.129,0.429,6.788,-0.339
1494,38.0,52.0,1.022,7.151,0.429,6.788,-0.339
1495,38.0,53.0,1.024,7.171,0.429,6.788,-0.334
1496,38.0,54.0,0.926,6.479,0.429,6.097,-0.334
1497,38.0,55.0,0.956,6.694,0.429,6.097,-0.356
1498,38.0,56.0,0.944,6.611,0.429,6.097,-0.356
1499,38.0,57.0,0.964,6.746,0.429,6.097,-0.356
1500,38.0,58.0,0.972,6.805,0.429,6.097,-0.32
1501,38.0,59.0,0.953,6.673,0.429,6.097,-0.32
1502,38.0,60.0,0.953,6.669,0.429,6.097,-0.32
1503,38.0,61.0,0.962,6.734,0.429,6.097,-0.32
1504,38.0,62.0,0.955,6.685,0.429,6.097,-0.32
1505,38.0,63.0,0.97,6.792,0.429,6.097,-0.32
1506,38.0,64.0,0.97,6.793,0.429,6.097,-0.32
1507,38.0,65.0,0.976,6.831,0.429,6.097,-0.32
1508,38.0,66.0,0.961,6.727,0.429,6.097,-0.32
1509,38.0,67.0,0.961,6.727,0.429,6.097,-0.341
1510,38.0,68.0,0.963,6.738,0.429,6.097,-0.341
1511,38.0,69.0,0.957,6.701,0.429,6.097,-0.341
1512,38.0,70.0,0.947,6.632,0.429,6.097,-0.341
1513,38.0,71.0,0.971,6.799,0.429,6.097,-0.341
1514,38.0,72.0,0.972,6.806,0.429,6.097,-0.334
1515,38.0,73.0,0.974,6.818,0.429,6.097,-0.334
1516,38.0,74.0,0.937,6.558,0.429,6.097,-0.334
1517,38.0,75.0,0.938,6.567,0.429,6.097,-0.32
1518,38.0,76.0,0.993,6.952,0.429,6.416,-0.32
1519,38.0,77.0,0.988,6.916,0.429,6.416,-0.36
1520,38.0,78.0,0.982,6.877,0.429,6.416,-0.36
1521,38.0,79.0,0.99,6.928,0.429,6.416,-0.36
1522,38.0,80.0,0.981,6.864,0.429,6.416,-0.36
1523,38.0,81.0,0.981,6.87,0.429,6.416,-0.36
1524,38.0,82.0,0.992,6.946,0.429,6.416,-0.36
1525,38.0,83.0,1.006,7.041,0.429,6.416,-0.36
1526,38.0,84.0,1.001,7.008,0.429,6.416,-0.344
1527,38.0,85.0,0.965,6.752,0.429,6.416,-0.344
1528,38.0,86.0,0.965,6.752,0.429,6.416,-0.344
1529,38.0,87.0,0.96,6.723,0.429,6.416,-0.344
1530,39.0,44.0,0.602,4.819,0.5,3.187,-0.334
1531,39.0,45.0,1.086,7.603,0.429,6.788,-0.334
1532,39.0,46.0,1.063,7.44,0.429,6.788,-0.334
1533,39.0,47.0,1.052,7.365,0.429,6.788,-0.345
1534,39.0,48.0,1.039,7.274,0.429,6.788,-0.339
1535,39.0,49.0,1.018,7.129,0.429,6.788,-0.339
1536,39.0,50.0,1.018,7.129,0.429,6.788,-0.339
1537,39.0,51.0,1.022,7.151,0.429,6.788,-0.339
1538,39.0,52.0,1.024,7.171,0.429,6.788,-0.334
1539,39.0,53.0,0.964,6.749,0.429,6.097,-0.334
1540,39.0,54.0,0.956,6.694,0.429,6.097,-0.356
1541,39.0,55.0,0.961,6.728,0.429,6.097,-0.356
1542,39.0,56.0,0.965,6.755,0.429,6.097,-0.356
1543,39.0,57.0,0.972,6.805,0.429,6.097,-0.32
1544,39.0,58.0,0.953,6.669,0.429,6.097,-0.32
1545,39.0,59.0,0.957,6.701,0.429,6.097,-0.32
