,p1,p2,p3,average,accumulated,win_ratio,max_win,max_loss
0,5.0,10.0,5.0,0.044,3.872,0.42,0.968,-0.204
1,5.0,10.0,6.0,0.043,3.645,0.381,0.607,-0.204
2,5.0,10.0,7.0,0.045,3.648,0.395,0.607,-0.204
3,5.0,10.0,8.0,0.039,3.168,0.37,0.718,-0.28
4,5.0,10.0,9.0,0.037,2.798,0.395,0.718,-0.28
5,5.0,10.0,10.0,0.036,2.716,0.382,0.671,-0.28
6,5.0,10.0,11.0,0.039,2.901,0.405,0.671,-0.28
7,5.0,10.0,12.0,0.049,3.275,0.433,0.671,-0.28
8,5.0,10.0,13.0,0.045,3.066,0.397,0.671,-0.28
9,5.0,10.0,14.0,0.043,2.967,0.391,0.671,-0.28
10,5.0,10.0,15.0,0.039,2.669,0.397,0.742,-0.28
11,5.0,10.0,16.0,0.04,2.713,0.403,0.742,-0.28
12,5.0,10.0,17.0,0.042,2.719,0.415,0.742,-0.28
13,5.0,10.0,18.0,0.043,2.757,0.422,0.742,-0.28
14,5.0,10.0,19.0,0.038,2.5,0.415,0.619,-0.28
15,5.0,11.0,5.0,0.045,3.819,0.388,0.831,-0.204
16,5.0,11.0,6.0,0.041,3.478,0.393,0.607,-0.204
17,5.0,11.0,7.0,0.04,3.21,0.375,0.607,-0.204
18,5.0,11.0,8.0,0.039,3.038,0.385,0.718,-0.28
19,5.0,11.0,9.0,0.036,2.717,0.382,0.671,-0.28
20,5.0,11.0,10.0,0.039,2.901,0.405,0.671,-0.28
21,5.0,11.0,11.0,0.051,3.334,0.439,0.671,-0.28
22,5.0,11.0,12.0,0.046,3.081,0.403,0.671,-0.28
23,5.0,11.0,13.0,0.038,2.651,0.391,0.671,-0.28
24,5.0,11.0,14.0,0.038,2.617,0.391,0.742,-0.28
25,5.0,11.0,15.0,0.039,2.642,0.403,0.742,-0.28
26,5.0,11.0,16.0,0.043,2.8,0.415,0.742,-0.28
27,5.0,11.0,17.0,0.041,2.673,0.415,0.745,-0.28
28,5.0,11.0,18.0,0.04,2.564,0.406,0.619,-0.28
29,5.0,11.0,19.0,0.037,2.388,0.375,0.619,-0.28
30,5.0,12.0,5.0,0.04,3.479,0.372,0.607,-0.204
31,5.0,12.0,6.0,0.045,3.678,0.378,0.607,-0.204
32,5.0,12.0,7.0,0.041,3.206,0.38,0.718,-0.28
33,5.0,12.0,8.0,0.036,2.733,0.382,0.671,-0.28
34,5.0,12.0,9.0,0.04,2.982,0.405,0.671,-0.28
35,5.0,12.0,10.0,0.049,3.275,0.433,0.671,-0.28
36,5.0,12.0,11.0,0.046,3.081,0.403,0.671,-0.28
37,5.0,12.0,12.0,0.039,2.671,0.397,0.742,-0.28
38,5.0,12.0,13.0,0.039,2.677,0.397,0.742,-0.28
39,5.0,12.0,14.0,0.04,2.631,0.409,0.742,-0.28
40,5.0,12.0,15.0,0.042,2.663,0.406,0.742,-0.28
41,5.0,12.0,16.0,0.04,2.547,0.422,0.745,-0.28
42,5.0,12.0,17.0,0.038,2.423,0.381,0.619,-0.28
43,5.0,12.0,18.0,0.039,2.441,0.381,0.619,-0.28
44,5.0,12.0,19.0,0.042,2.582,0.387,0.619,-0.223
45,5.0,13.0,5.0,0.044,3.755,0.365,0.607,-0.204
46,5.0,13.0,6.0,0.04,3.288,0.349,0.718,-0.204
47,5.0,13.0,7.0,0.035,2.706,0.377,0.671,-0.28
48,5.0,13.0,8.0,0.039,2.982,0.395,0.671,-0.28
49,5.0,13.0,9.0,0.044,3.125,0.408,0.671,-0.28
50,5.0,13.0,10.0,0.045,3.066,0.397,0.671,-0.28
51,5.0,13.0,11.0,0.038,2.651,0.391,0.671,-0.28
52,5.0,13.0,12.0,0.039,2.677,0.397,0.742,-0.28
53,5.0,13.0,13.0,0.04,2.631,0.409,0.742,-0.28
54,5.0,13.0,14.0,0.041,2.632,0.406,0.742,-0.28
55,5.0,13.0,15.0,0.039,2.474,0.429,0.619,-0.28
56,5.0,13.0,16.0,0.04,2.475,0.387,0.619,-0.28
57,5.0,13.0,17.0,0.039,2.48,0.375,0.619,-0.223
58,5.0,13.0,18.0,0.046,2.737,0.4,0.619,-0.223
59,5.0,13.0,19.0,0.049,2.896,0.407,0.659,-0.223
60,5.0,14.0,5.0,0.044,3.744,0.388,0.607,-0.204
61,5.0,14.0,6.0,0.038,3.16,0.349,0.718,-0.28
62,5.0,14.0,7.0,0.037,2.81,0.395,0.671,-0.28
63,5.0,14.0,8.0,0.041,2.988,0.384,0.671,-0.28
64,5.0,14.0,9.0,0.048,3.264,0.412,0.671,-0.28
65,5.0,14.0,10.0,0.043,2.967,0.391,0.671,-0.28
66,5.0,14.0,11.0,0.038,2.617,0.391,0.742,-0.28
67,5.0,14.0,12.0,0.04,2.631,0.409,0.742,-0.28
68,5.0,14.0,13.0,0.041,2.632,0.406,0.742,-0.28
69,5.0,14.0,14.0,0.04,2.546,0.429,0.619,-0.28
70,5.0,14.0,15.0,0.04,2.475,0.387,0.619,-0.28
71,5.0,14.0,16.0,0.042,2.603,0.387,0.619,-0.223
72,5.0,14.0,17.0,0.045,2.715,0.4,0.619,-0.223
73,5.0,14.0,18.0,0.051,2.914,0.404,0.659,-0.223
74,5.0,14.0,19.0,0.062,3.423,0.4,0.805,-0.223
75,5.0,15.0,5.0,0.042,3.551,0.357,0.607,-0.204
76,5.0,15.0,6.0,0.035,2.825,0.375,0.671,-0.28
77,5.0,15.0,7.0,0.04,3.034,0.387,0.671,-0.28
78,5.0,15.0,8.0,0.044,3.091,0.4,0.671,-0.28
79,5.0,15.0,9.0,0.047,3.203,0.397,0.671,-0.28
80,5.0,15.0,10.0,0.039,2.669,0.397,0.742,-0.28
81,5.0,15.0,11.0,0.039,2.642,0.403,0.742,-0.28
82,5.0,15.0,12.0,0.042,2.663,0.406,0.742,-0.28
83,5.0,15.0,13.0,0.039,2.474,0.429,0.619,-0.28
84,5.0,15.0,14.0,0.04,2.475,0.387,0.619,-0.28
85,5.0,15.0,15.0,0.042,2.612,0.387,0.619,-0.223
86,5.0,15.0,16.0,0.049,2.914,0.407,0.659,-0.223
87,5.0,15.0,17.0,0.055,3.098,0.411,0.805,-0.223
88,5.0,15.0,18.0,0.062,3.421,0.4,0.805,-0.237
89,5.0,15.0,19.0,0.061,3.41,0.411,0.805,-0.237
90,5.0,16.0,5.0,0.04,3.364,0.357,0.718,-0.28
91,5.0,16.0,6.0,0.035,2.808,0.375,0.671,-0.28
92,5.0,16.0,7.0,0.042,3.128,0.378,0.671,-0.28
93,5.0,16.0,8.0,0.046,3.274,0.394,0.671,-0.28
94,5.0,16.0,9.0,0.041,2.808,0.397,0.742,-0.28
95,5.0,16.0,10.0,0.04,2.713,0.403,0.742,-0.28
96,5.0,16.0,11.0,0.043,2.8,0.415,0.742,-0.28
97,5.0,16.0,12.0,0.04,2.547,0.422,0.745,-0.28
98,5.0,16.0,13.0,0.04,2.475,0.387,0.619,-0.28
99,5.0,16.0,14.0,0.042,2.603,0.387,0.619,-0.223
100,5.0,16.0,15.0,0.049,2.914,0.407,0.659,-0.223
101,5.0,16.0,16.0,0.055,3.098,0.411,0.805,-0.223
102,5.0,16.0,17.0,0.06,3.368,0.393,0.805,-0.237
103,5.0,16.0,18.0,0.06,3.405,0.404,0.805,-0.237
104,5.0,16.0,19.0,0.064,3.544,0.382,0.805,-0.187
105,5.0,17.0,5.0,0.037,3.104,0.357,0.671,-0.28
106,5.0,17.0,6.0,0.036,2.877,0.392,0.671,-0.28
107,5.0,17.0,7.0,0.042,3.209,0.368,0.671,-0.28
108,5.0,17.0,8.0,0.045,3.173,0.386,0.671,-0.28
109,5.0,17.0,9.0,0.04,2.727,0.397,0.742,-0.28
110,5.0,17.0,10.0,0.042,2.719,0.415,0.742,-0.28
111,5.0,17.0,11.0,0.041,2.673,0.415,0.745,-0.28
112,5.0,17.0,12.0,0.038,2.423,0.381,0.619,-0.28
113,5.0,17.0,13.0,0.039,2.48,0.375,0.619,-0.223
114,5.0,17.0,14.0,0.045,2.715,0.4,0.619,-0.223
115,5.0,17.0,15.0,0.055,3.098,0.411,0.805,-0.223
116,5.0,17.0,16.0,0.06,3.368,0.393,0.805,-0.237
117,5.0,17.0,17.0,0.064,3.54,0.4,0.805,-0.237
118,5.0,17.0,18.0,0.062,3.328,0.389,0.805,-0.187
119,5.0,17.0,19.0,0.054,2.972,0.382,0.811,-0.186
120,5.0,18.0,5.0,0.038,3.117,0.378,0.671,-0.28
121,5.0,18.0,6.0,0.04,3.124,0.372,0.671,-0.28
122,5.0,18.0,7.0,0.045,3.322,0.392,0.671,-0.28
123,5.0,18.0,8.0,0.046,3.117,0.397,0.742,-0.28
124,5.0,18.0,9.0,0.04,2.704,0.388,0.742,-0.28
125,5.0,18.0,10.0,0.043,2.757,0.422,0.742,-0.28
126,5.0,18.0,11.0,0.04,2.564,0.406,0.619,-0.28
127,5.0,18.0,12.0,0.039,2.441,0.381,0.619,-0.28
128,5.0,18.0,13.0,0.046,2.737,0.4,0.619,-0.223
129,5.0,18.0,14.0,0.051,2.914,0.404,0.659,-0.223
130,5.0,18.0,15.0,0.062,3.421,0.4,0.805,-0.237
131,5.0,18.0,16.0,0.06,3.405,0.404,0.805,-0.237
132,5.0,18.0,17.0,0.062,3.328,0.389,0.805,-0.187
133,5.0,18.0,18.0,0.053,2.902,0.382,0.811,-0.186
134,5.0,18.0,19.0,0.051,2.896,0.368,0.811,-0.212
135,5.0,19.0,5.0,0.036,2.947,0.378,0.671,-0.28
136,5.0,19.0,6.0,0.039,3.139,0.362,0.671,-0.28
137,5.0,19.0,7.0,0.044,3.289,0.392,0.671,-0.28
138,5.0,19.0,8.0,0.041,2.759,0.412,0.742,-0.28
139,5.0,19.0,9.0,0.045,2.952,0.431,0.742,-0.28
140,5.0,19.0,10.0,0.038,2.5,0.415,0.619,-0.28
141,5.0,19.0,11.0,0.037,2.388,0.375,0.619,-0.28
142,5.0,19.0,12.0,0.042,2.582,0.387,0.619,-0.223
143,5.0,19.0,13.0,0.049,2.896,0.407,0.659,-0.223
144,5.0,19.0,14.0,0.062,3.423,0.4,0.805,-0.223
145,5.0,19.0,15.0,0.061,3.41,0.411,0.805,-0.237
146,5.0,19.0,16.0,0.064,3.544,0.382,0.805,-0.187
147,5.0,19.0,17.0,0.054,2.972,0.382,0.811,-0.186
148,5.0,19.0,18.0,0.051,2.896,0.368,0.811,-0.212
149,5.0,19.0,19.0,0.055,2.965,0.37,0.811,-0.229
150,5.0,20.0,5.0,0.033,2.789,0.369,0.671,-0.28
151,5.0,20.0,6.0,0.039,3.058,0.367,0.671,-0.28
152,5.0,20.0,7.0,0.044,3.231,0.378,0.742,-0.28
153,5.0,20.0,8.0,0.037,2.623,0.4,0.742,-0.28
154,5.0,20.0,9.0,0.044,2.95,0.433,0.745,-0.28
155,5.0,20.0,10.0,0.039,2.51,0.385,0.619,-0.28
156,5.0,20.0,11.0,0.038,2.435,0.375,0.619,-0.28
157,5.0,20.0,12.0,0.046,2.756,0.4,0.659,-0.223
158,5.0,20.0,13.0,0.055,3.16,0.404,0.805,-0.223
159,5.0,20.0,14.0,0.06,3.366,0.393,0.805,-0.237
160,5.0,20.0,15.0,0.061,3.493,0.386,0.805,-0.187
161,5.0,20.0,16.0,0.055,2.996,0.389,0.811,-0.186
162,5.0,20.0,17.0,0.051,2.896,0.368,0.811,-0.212
163,5.0,20.0,18.0,0.052,2.868,0.364,0.811,-0.229
164,5.0,20.0,19.0,0.055,2.894,0.377,0.811,-0.229
165,5.0,21.0,5.0,0.033,2.8,0.369,0.671,-0.28
166,5.0,21.0,6.0,0.039,3.06,0.367,0.671,-0.28
167,5.0,21.0,7.0,0.044,3.208,0.384,0.742,-0.28
168,5.0,21.0,8.0,0.041,2.791,0.397,0.742,-0.28
169,5.0,21.0,9.0,0.043,2.811,0.4,0.619,-0.28
170,5.0,21.0,10.0,0.038,2.465,0.369,0.619,-0.28
171,5.0,21.0,11.0,0.045,2.743,0.393,0.619,-0.223
172,5.0,21.0,12.0,0.054,3.115,0.397,0.805,-0.223
173,5.0,21.0,13.0,0.062,3.4,0.4,0.805,-0.237
174,5.0,21.0,14.0,0.06,3.441,0.386,0.805,-0.237
175,5.0,21.0,15.0,0.059,3.21,0.389,0.811,-0.187
176,5.0,21.0,16.0,0.052,2.947,0.368,0.811,-0.212
177,5.0,21.0,17.0,0.052,2.851,0.364,0.811,-0.229
178,5.0,21.0,18.0,0.055,2.894,0.377,0.811,-0.229
179,5.0,21.0,19.0,0.052,2.759,0.377,0.811,-0.219
180,5.0,22.0,5.0,0.034,2.783,0.373,0.671,-0.28
181,5.0,22.0,6.0,0.04,3.144,0.372,0.671,-0.28
182,5.0,22.0,7.0,0.039,2.817,0.384,0.742,-0.28
183,5.0,22.0,8.0,0.043,2.858,0.403,0.745,-0.28
184,5.0,22.0,9.0,0.039,2.532,0.385,0.619,-0.28
185,5.0,22.0,10.0,0.041,2.611,0.391,0.619,-0.28
186,5.0,22.0,11.0,0.045,2.764,0.393,0.659,-0.223
187,5.0,22.0,12.0,0.063,3.458,0.4,0.805,-0.223
188,5.0,22.0,13.0,0.056,3.227,0.397,0.805,-0.237
189,5.0,22.0,14.0,0.061,3.338,0.382,0.805,-0.187
190,5.0,22.0,15.0,0.058,3.24,0.375,0.811,-0.212
191,5.0,22.0,16.0,0.053,2.982,0.375,0.811,-0.229
192,5.0,22.0,17.0,0.053,2.809,0.377,0.811,-0.229
193,5.0,22.0,18.0,0.052,2.758,0.377,0.811,-0.219
194,5.0,22.0,19.0,0.049,2.657,0.37,0.741,-0.219
195,5.0,23.0,5.0,0.037,3.042,0.378,0.671,-0.28
196,5.0,23.0,6.0,0.043,3.284,0.39,0.742,-0.28
197,5.0,23.0,7.0,0.04,2.896,0.389,0.742,-0.28
198,5.0,23.0,8.0,0.046,3.067,0.418,0.619,-0.28
199,5.0,23.0,9.0,0.037,2.436,0.369,0.619,-0.28
200,5.0,23.0,10.0,0.042,2.641,0.397,0.619,-0.223
201,5.0,23.0,11.0,0.052,3.107,0.383,0.805,-0.223
202,5.0,23.0,12.0,0.059,3.321,0.393,0.805,-0.237
203,5.0,23.0,13.0,0.063,3.504,0.393,0.805,-0.237
204,5.0,23.0,14.0,0.058,3.232,0.375,0.811,-0.212
205,5.0,23.0,15.0,0.056,3.172,0.368,0.811,-0.229
206,5.0,23.0,16.0,0.052,2.822,0.37,0.811,-0.229
207,5.0,23.0,17.0,0.051,2.776,0.37,0.811,-0.219
208,5.0,23.0,18.0,0.049,2.657,0.37,0.741,-0.219
209,5.0,23.0,19.0,0.055,2.783,0.392,0.741,-0.219
210,5.0,24.0,5.0,0.038,3.039,0.37,0.671,-0.28
211,5.0,24.0,6.0,0.042,3.269,0.39,0.742,-0.28
212,5.0,24.0,7.0,0.04,2.866,0.38,0.745,-0.28
213,5.0,24.0,8.0,0.04,2.744,0.368,0.619,-0.28
214,5.0,24.0,9.0,0.038,2.488,0.369,0.619,-0.28
215,5.0,24.0,10.0,0.045,2.769,0.393,0.659,-0.223
216,5.0,24.0,11.0,0.06,3.341,0.411,0.805,-0.223
217,5.0,24.0,12.0,0.056,3.215,0.386,0.805,-0.237
218,5.0,24.0,13.0,0.061,3.394,0.375,0.811,-0.212
219,5.0,24.0,14.0,0.055,3.142,0.368,0.811,-0.229
220,5.0,24.0,15.0,0.057,3.156,0.364,0.811,-0.229
221,5.0,24.0,16.0,0.055,2.912,0.377,0.811,-0.229
222,5.0,24.0,17.0,0.05,2.724,0.37,0.811,-0.219
223,5.0,24.0,18.0,0.052,2.707,0.385,0.741,-0.219
224,5.0,24.0,19.0,0.058,2.904,0.4,0.741,-0.219
225,5.0,25.0,5.0,0.037,2.996,0.375,0.671,-0.28
226,5.0,25.0,6.0,0.043,3.194,0.387,0.742,-0.28
227,5.0,25.0,7.0,0.04,2.837,0.38,0.745,-0.28
228,5.0,25.0,8.0,0.041,2.757,0.373,0.619,-0.28
229,5.0,25.0,9.0,0.041,2.676,0.379,0.619,-0.28
230,5.0,25.0,10.0,0.047,2.859,0.377,0.805,-0.223
231,5.0,25.0,11.0,0.062,3.458,0.393,0.805,-0.223
232,5.0,25.0,12.0,0.06,3.482,0.397,0.805,-0.237
233,5.0,25.0,13.0,0.058,3.224,0.375,0.811,-0.212
234,5.0,25.0,14.0,0.057,3.265,0.368,0.811,-0.229
235,5.0,25.0,15.0,0.056,3.038,0.37,0.811,-0.229
236,5.0,25.0,16.0,0.054,2.987,0.364,0.811,-0.219
237,5.0,25.0,17.0,0.053,2.871,0.37,0.741,-0.219
238,5.0,25.0,18.0,0.058,2.946,0.392,0.741,-0.219
239,5.0,25.0,19.0,0.065,3.307,0.412,0.741,-0.219
240,5.0,26.0,5.0,0.038,3.062,0.375,0.742,-0.28
241,5.0,26.0,6.0,0.04,2.971,0.392,0.742,-0.28
242,5.0,26.0,7.0,0.039,2.737,0.357,0.619,-0.28
243,5.0,26.0,8.0,0.039,2.615,0.358,0.619,-0.28
244,5.0,26.0,9.0,0.042,2.756,0.385,0.659,-0.28
245,5.0,26.0,10.0,0.054,3.231,0.383,0.805,-0.223
246,5.0,26.0,11.0,0.059,3.424,0.379,0.805,-0.237
247,5.0,26.0,12.0,0.059,3.394,0.362,0.811,-0.212
248,5.0,26.0,13.0,0.055,3.137,0.368,0.811,-0.229
249,5.0,26.0,14.0,0.061,3.337,0.382,0.811,-0.229
250,5.0,26.0,15.0,0.057,3.096,0.37,0.811,-0.229
251,5.0,26.0,16.0,0.055,2.95,0.37,0.741,-0.219
252,5.0,26.0,17.0,0.057,2.961,0.385,0.741,-0.219
253,5.0,26.0,18.0,0.07,3.406,0.408,0.741,-0.219
254,5.0,26.0,19.0,0.07,3.408,0.408,0.741,-0.198
255,5.0,27.0,5.0,0.038,3.069,0.375,0.742,-0.28
256,5.0,27.0,6.0,0.04,2.959,0.392,0.745,-0.28
257,5.0,27.0,7.0,0.041,2.858,0.371,0.619,-0.28
258,5.0,27.0,8.0,0.039,2.598,0.373,0.619,-0.28
259,5.0,27.0,9.0,0.047,3.0,0.359,0.805,-0.223
260,5.0,27.0,10.0,0.055,3.217,0.39,0.805,-0.223
261,5.0,27.0,11.0,0.059,3.492,0.39,0.805,-0.237
262,5.0,27.0,12.0,0.058,3.291,0.368,0.811,-0.229
263,5.0,27.0,13.0,0.057,3.259,0.368,0.811,-0.229
264,5.0,27.0,14.0,0.053,2.922,0.364,0.811,-0.229
265,5.0,27.0,15.0,0.056,3.064,0.364,0.811,-0.219
266,5.0,27.0,16.0,0.054,2.942,0.37,0.741,-0.219
267,5.0,27.0,17.0,0.061,3.122,0.392,0.741,-0.219
268,5.0,27.0,18.0,0.068,3.454,0.412,0.741,-0.198
269,5.0,27.0,19.0,0.074,3.605,0.429,0.911,-0.198
270,5.0,28.0,5.0,0.041,3.204,0.38,0.742,-0.28
271,5.0,28.0,6.0,0.04,2.955,0.378,0.745,-0.28
272,5.0,28.0,7.0,0.04,2.77,0.357,0.619,-0.28
273,5.0,28.0,8.0,0.04,2.673,0.373,0.659,-0.28
274,5.0,28.0,9.0,0.044,2.847,0.359,0.805,-0.229
275,5.0,28.0,10.0,0.059,3.459,0.373,0.805,-0.223
276,5.0,28.0,11.0,0.053,3.16,0.383,0.811,-0.229
277,5.0,28.0,12.0,0.056,3.187,0.368,0.811,-0.229
278,5.0,28.0,13.0,0.059,3.288,0.375,0.811,-0.229
279,5.0,28.0,14.0,0.054,2.934,0.37,0.811,-0.229
280,5.0,28.0,15.0,0.054,2.935,0.37,0.741,-0.219
281,5.0,28.0,16.0,0.055,2.895,0.377,0.741,-0.219
282,5.0,28.0,17.0,0.067,3.441,0.412,0.741,-0.219
283,5.0,28.0,18.0,0.071,3.429,0.417,0.741,-0.198
284,5.0,28.0,19.0,0.077,3.766,0.429,0.911,-0.198
285,5.0,29.0,5.0,0.04,3.195,0.38,0.745,-0.28
286,5.0,29.0,6.0,0.04,2.805,0.352,0.745,-0.28
287,5.0,29.0,7.0,0.037,2.588,0.343,0.619,-0.28
288,5.0,29.0,8.0,0.041,2.757,0.373,0.805,-0.28
289,5.0,29.0,9.0,0.047,2.939,0.365,0.805,-0.229
290,5.0,29.0,10.0,0.057,3.429,0.367,0.805,-0.223
291,5.0,29.0,11.0,0.056,3.307,0.356,0.811,-0.229
292,5.0,29.0,12.0,0.052,3.041,0.356,0.811,-0.229
293,5.0,29.0,13.0,0.055,3.079,0.375,0.811,-0.229
294,5.0,29.0,14.0,0.055,3.026,0.364,0.811,-0.219
295,5.0,29.0,15.0,0.054,2.932,0.37,0.741,-0.219
296,5.0,29.0,16.0,0.059,3.108,0.377,0.741,-0.219
297,5.0,29.0,17.0,0.07,3.524,0.42,0.741,-0.198
298,5.0,29.0,18.0,0.077,3.766,0.449,0.911,-0.198
299,5.0,29.0,19.0,0.076,3.777,0.4,0.911,-0.198
300,5.0,30.0,5.0,0.042,3.268,0.39,0.745,-0.28
301,5.0,30.0,6.0,0.037,2.616,0.352,0.619,-0.28
302,5.0,30.0,7.0,0.038,2.715,0.366,0.619,-0.28
303,5.0,30.0,8.0,0.04,2.688,0.373,0.805,-0.28
304,5.0,30.0,9.0,0.046,2.963,0.359,0.805,-0.223
305,5.0,30.0,10.0,0.053,3.204,0.367,0.811,-0.237
306,5.0,30.0,11.0,0.054,3.226,0.35,0.811,-0.229
307,5.0,30.0,12.0,0.059,3.284,0.375,0.811,-0.229
308,5.0,30.0,13.0,0.052,2.876,0.364,0.811,-0.229
309,5.0,30.0,14.0,0.053,2.933,0.364,0.741,-0.219
310,5.0,30.0,15.0,0.054,2.922,0.37,0.741,-0.219
311,5.0,30.0,16.0,0.064,3.309,0.404,0.741,-0.219
312,5.0,30.0,17.0,0.073,3.581,0.408,0.911,-0.198
313,5.0,30.0,18.0,0.076,3.825,0.42,0.911,-0.198
314,5.0,30.0,19.0,0.08,3.913,0.408,0.895,-0.198
315,5.0,31.0,5.0,0.042,3.259,0.385,0.745,-0.28
316,5.0,31.0,6.0,0.037,2.604,0.352,0.619,-0.28
317,5.0,31.0,7.0,0.04,2.822,0.357,0.805,-0.28
318,5.0,31.0,8.0,0.042,2.741,0.364,0.805,-0.28
319,5.0,31.0,9.0,0.053,3.204,0.377,0.805,-0.223
320,5.0,31.0,10.0,0.056,3.358,0.383,0.811,-0.237
321,5.0,31.0,11.0,0.053,3.166,0.35,0.811,-0.229
322,5.0,31.0,12.0,0.061,3.356,0.382,0.811,-0.229
323,5.0,31.0,13.0,0.055,2.945,0.37,0.811,-0.229
324,5.0,31.0,14.0,0.055,3.005,0.364,0.741,-0.219
325,5.0,31.0,15.0,0.058,3.117,0.37,0.741,-0.219
326,5.0,31.0,16.0,0.067,3.402,0.412,0.741,-0.219
327,5.0,31.0,17.0,0.078,3.8,0.449,0.911,-0.198
328,5.0,31.0,18.0,0.079,3.852,0.408,0.911,-0.198
329,5.0,31.0,19.0,0.083,3.964,0.396,1.1,-0.198
330,5.0,32.0,5.0,0.042,3.196,0.377,0.745,-0.28
331,5.0,32.0,6.0,0.036,2.564,0.352,0.619,-0.28
332,5.0,32.0,7.0,0.042,2.887,0.362,0.805,-0.28
333,5.0,32.0,8.0,0.044,2.859,0.354,0.805,-0.28
334,5.0,32.0,9.0,0.056,3.381,0.367,0.805,-0.223
335,5.0,32.0,10.0,0.052,3.242,0.371,0.811,-0.229
336,5.0,32.0,11.0,0.051,3.065,0.35,0.811,-0.229
337,5.0,32.0,12.0,0.054,3.051,0.375,0.811,-0.229
338,5.0,32.0,13.0,0.054,2.943,0.364,0.741,-0.219
339,5.0,32.0,14.0,0.053,2.924,0.364,0.741,-0.219
340,5.0,32.0,15.0,0.058,3.11,0.37,0.741,-0.219
341,5.0,32.0,16.0,0.075,3.622,0.417,0.911,-0.198
342,5.0,32.0,17.0,0.077,3.843,0.44,0.911,-0.198
343,5.0,32.0,18.0,0.079,3.879,0.408,0.895,-0.198
344,5.0,32.0,19.0,0.084,3.958,0.404,1.1,-0.198
345,5.0,33.0,5.0,0.037,2.865,0.364,0.745,-0.28
346,5.0,33.0,6.0,0.035,2.522,0.347,0.619,-0.28
347,5.0,33.0,7.0,0.041,2.859,0.362,0.805,-0.28
348,5.0,33.0,8.0,0.045,2.912,0.354,0.805,-0.229
349,5.0,33.0,9.0,0.053,3.206,0.367,0.811,-0.223
350,5.0,33.0,10.0,0.056,3.356,0.35,0.811,-0.229
351,5.0,33.0,11.0,0.058,3.28,0.368,0.811,-0.229
352,5.0,33.0,12.0,0.053,2.948,0.375,0.811,-0.229
353,5.0,33.0,13.0,0.054,2.978,0.364,0.741,-0.219
354,5.0,33.0,14.0,0.055,3.029,0.364,0.741,-0.219
355,5.0,33.0,15.0,0.064,3.376,0.396,0.741,-0.219
356,5.0,33.0,16.0,0.078,3.731,0.438,0.911,-0.198
357,5.0,33.0,17.0,0.078,3.9,0.42,0.895,-0.198
358,5.0,33.0,18.0,0.081,3.906,0.396,1.1,-0.198
359,5.0,33.0,19.0,0.084,3.953,0.404,1.1,-0.198
360,5.0,34.0,5.0,0.037,2.87,0.364,0.745,-0.28
361,5.0,34.0,6.0,0.042,2.966,0.371,0.805,-0.28
362,5.0,34.0,7.0,0.04,2.765,0.362,0.805,-0.28
363,5.0,34.0,8.0,0.045,2.912,0.354,0.805,-0.229
364,5.0,34.0,9.0,0.054,3.263,0.367,0.811,-0.223
365,5.0,34.0,10.0,0.053,3.284,0.339,0.811,-0.229
366,5.0,34.0,11.0,0.062,3.422,0.382,0.811,-0.229
367,5.0,34.0,12.0,0.053,2.887,0.37,0.741,-0.229
368,5.0,34.0,13.0,0.054,3.017,0.357,0.741,-0.219
369,5.0,34.0,14.0,0.057,3.115,0.364,0.741,-0.219
370,5.0,34.0,15.0,0.07,3.514,0.4,0.911,-0.198
371,5.0,34.0,16.0,0.076,3.797,0.44,0.911,-0.198
372,5.0,34.0,17.0,0.079,3.883,0.408,0.895,-0.198
373,5.0,34.0,18.0,0.083,3.921,0.404,1.1,-0.198
374,5.0,34.0,19.0,0.079,3.773,0.396,1.071,-0.198
375,6.0,11.0,5.0,0.041,3.478,0.393,0.607,-0.204
376,6.0,11.0,6.0,0.041,3.275,0.38,0.718,-0.28
377,6.0,11.0,7.0,0.037,2.797,0.395,0.718,-0.28
378,6.0,11.0,8.0,0.038,2.862,0.387,0.671,-0.28
379,6.0,11.0,9.0,0.046,3.137,0.426,0.671,-0.28
380,6.0,11.0,10.0,0.047,3.117,0.424,0.671,-0.28
381,6.0,11.0,11.0,0.041,2.731,0.418,0.671,-0.28
382,6.0,11.0,12.0,0.039,2.613,0.403,0.742,-0.28
383,6.0,11.0,13.0,0.04,2.653,0.403,0.742,-0.28
384,6.0,11.0,14.0,0.04,2.566,0.406,0.742,-0.28
385,6.0,11.0,15.0,0.039,2.435,0.413,0.616,-0.28
386,6.0,11.0,16.0,0.04,2.481,0.387,0.619,-0.28
387,6.0,11.0,17.0,0.041,2.524,0.393,0.619,-0.223
388,6.0,11.0,18.0,0.046,2.727,0.407,0.619,-0.223
389,6.0,11.0,19.0,0.047,2.845,0.4,0.619,-0.223
390,6.0,12.0,5.0,0.045,3.678,0.378,0.607,-0.204
391,6.0,12.0,6.0,0.04,3.164,0.38,0.718,-0.28
392,6.0,12.0,7.0,0.036,2.716,0.382,0.671,-0.28
393,6.0,12.0,8.0,0.042,3.024,0.417,0.671,-0.28
394,6.0,12.0,9.0,0.049,3.21,0.431,0.671,-0.28
395,6.0,12.0,10.0,0.041,2.739,0.418,0.671,-0.28
396,6.0,12.0,11.0,0.039,2.613,0.403,0.742,-0.28
397,6.0,12.0,12.0,0.04,2.702,0.403,0.742,-0.28
398,6.0,12.0,13.0,0.043,2.695,0.419,0.742,-0.28
