,p1,p2,p3,average,accumulated,win_ratio,max_win,max_loss
1066,7.0,33.0,6.0,0.046,2.952,0.359,0.805,-0.229
1067,7.0,33.0,7.0,0.056,3.329,0.39,0.811,-0.237
1068,7.0,33.0,8.0,0.058,3.282,0.368,0.811,-0.229
1069,7.0,33.0,9.0,0.05,2.823,0.357,0.811,-0.229
1070,7.0,33.0,10.0,0.053,2.881,0.37,0.741,-0.219
1071,7.0,33.0,11.0,0.056,2.932,0.385,0.741,-0.219
1072,7.0,33.0,12.0,0.066,3.238,0.408,0.911,-0.219
1073,7.0,33.0,13.0,0.072,3.362,0.447,0.911,-0.198
1074,7.0,33.0,14.0,0.078,3.678,0.426,1.1,-0.198
1075,7.0,33.0,15.0,0.087,3.914,0.422,1.1,-0.198
1076,7.0,33.0,16.0,0.08,3.597,0.422,1.071,-0.235
1077,7.0,33.0,17.0,0.093,3.793,0.463,1.071,-0.225
1078,7.0,33.0,18.0,0.097,3.798,0.487,1.071,-0.225
1079,7.0,33.0,19.0,0.095,3.706,0.487,1.071,-0.225
1080,7.0,34.0,5.0,0.04,2.765,0.362,0.805,-0.28
1081,7.0,34.0,6.0,0.048,3.004,0.365,0.805,-0.223
1082,7.0,34.0,7.0,0.056,3.336,0.383,0.811,-0.237
1083,7.0,34.0,8.0,0.057,3.302,0.362,0.811,-0.229
1084,7.0,34.0,9.0,0.058,3.185,0.364,0.811,-0.229
1085,7.0,34.0,10.0,0.048,2.715,0.357,0.741,-0.219
1086,7.0,34.0,11.0,0.06,3.076,0.392,0.741,-0.219
1087,7.0,34.0,12.0,0.069,3.398,0.429,0.911,-0.198
1088,7.0,34.0,13.0,0.069,3.3,0.438,0.895,-0.198
1089,7.0,34.0,14.0,0.082,3.78,0.435,1.1,-0.198
1090,7.0,34.0,15.0,0.079,3.557,0.422,1.071,-0.198
1091,7.0,34.0,16.0,0.081,3.546,0.432,1.071,-0.225
1092,7.0,34.0,17.0,0.096,3.848,0.475,1.071,-0.225
1093,7.0,34.0,18.0,0.096,3.752,0.487,1.071,-0.225
1094,7.0,34.0,19.0,0.094,3.685,0.487,1.102,-0.225
1095,7.0,35.0,5.0,0.041,2.783,0.368,0.805,-0.28
1096,7.0,35.0,6.0,0.047,2.963,0.365,0.811,-0.223
1097,7.0,35.0,7.0,0.059,3.469,0.373,0.811,-0.237
1098,7.0,35.0,8.0,0.06,3.417,0.368,0.811,-0.229
1099,7.0,35.0,9.0,0.058,3.136,0.37,0.741,-0.229
1100,7.0,35.0,10.0,0.048,2.697,0.357,0.741,-0.219
1101,7.0,35.0,11.0,0.062,3.174,0.392,0.911,-0.219
1102,7.0,35.0,12.0,0.07,3.451,0.429,0.911,-0.198
1103,7.0,35.0,13.0,0.069,3.315,0.438,0.895,-0.198
1104,7.0,35.0,14.0,0.084,3.871,0.413,1.1,-0.198
1105,7.0,35.0,15.0,0.082,3.601,0.432,1.071,-0.198
1106,7.0,35.0,16.0,0.082,3.547,0.442,1.071,-0.225
1107,7.0,35.0,17.0,0.097,3.798,0.487,1.071,-0.225
1108,7.0,35.0,18.0,0.092,3.678,0.475,1.071,-0.225
1109,7.0,35.0,19.0,0.099,3.974,0.475,1.102,-0.215
1110,7.0,36.0,5.0,0.04,2.745,0.368,0.805,-0.28
1111,7.0,36.0,6.0,0.047,2.915,0.371,0.811,-0.223
1112,7.0,36.0,7.0,0.058,3.448,0.356,0.811,-0.229
1113,7.0,36.0,8.0,0.06,3.447,0.368,0.811,-0.229
1114,7.0,36.0,9.0,0.06,3.203,0.377,0.741,-0.229
1115,7.0,36.0,10.0,0.049,2.691,0.364,0.741,-0.219
1116,7.0,36.0,11.0,0.063,3.231,0.392,0.911,-0.219
1117,7.0,36.0,12.0,0.071,3.408,0.438,0.911,-0.198
1118,7.0,36.0,13.0,0.078,3.649,0.426,1.1,-0.198
1119,7.0,36.0,14.0,0.084,3.685,0.432,1.071,-0.198
1120,7.0,36.0,15.0,0.079,3.458,0.432,1.071,-0.198
1121,7.0,36.0,16.0,0.091,3.74,0.463,1.071,-0.225
1122,7.0,36.0,17.0,0.095,3.715,0.487,1.071,-0.225
1123,7.0,36.0,18.0,0.089,3.576,0.475,1.102,-0.225
1124,7.0,36.0,19.0,0.099,3.952,0.475,1.073,-0.215
1125,8.0,13.0,5.0,0.039,2.982,0.395,0.671,-0.28
1126,8.0,13.0,6.0,0.049,3.254,0.439,0.671,-0.28
1127,8.0,13.0,7.0,0.041,2.729,0.418,0.671,-0.28
1128,8.0,13.0,8.0,0.04,2.66,0.409,0.742,-0.28
1129,8.0,13.0,9.0,0.041,2.593,0.406,0.742,-0.28
1130,8.0,13.0,10.0,0.036,2.262,0.419,0.617,-0.28
1131,8.0,13.0,11.0,0.04,2.396,0.433,0.619,-0.223
1132,8.0,13.0,12.0,0.041,2.398,0.39,0.619,-0.223
1133,8.0,13.0,13.0,0.05,2.784,0.446,0.619,-0.223
1134,8.0,13.0,14.0,0.052,2.823,0.444,0.659,-0.233
1135,8.0,13.0,15.0,0.06,3.035,0.412,0.659,-0.233
1136,8.0,13.0,16.0,0.056,2.988,0.377,0.805,-0.233
1137,8.0,13.0,17.0,0.057,3.018,0.377,0.805,-0.193
1138,8.0,13.0,18.0,0.051,2.71,0.377,0.811,-0.198
1139,8.0,13.0,19.0,0.055,2.897,0.377,0.811,-0.198
1140,8.0,14.0,5.0,0.041,2.988,0.384,0.671,-0.28
1141,8.0,14.0,6.0,0.046,3.093,0.418,0.671,-0.28
1142,8.0,14.0,7.0,0.04,2.616,0.424,0.742,-0.28
1143,8.0,14.0,8.0,0.038,2.517,0.388,0.742,-0.28
1144,8.0,14.0,9.0,0.041,2.598,0.413,0.616,-0.28
1145,8.0,14.0,10.0,0.04,2.392,0.433,0.619,-0.223
1146,8.0,14.0,11.0,0.041,2.405,0.407,0.619,-0.223
1147,8.0,14.0,12.0,0.046,2.645,0.431,0.619,-0.223
1148,8.0,14.0,13.0,0.052,2.823,0.444,0.659,-0.233
1149,8.0,14.0,14.0,0.06,3.035,0.412,0.659,-0.233
1150,8.0,14.0,15.0,0.057,2.997,0.377,0.805,-0.233
1151,8.0,14.0,16.0,0.056,3.009,0.37,0.811,-0.193
1152,8.0,14.0,17.0,0.053,2.805,0.377,0.811,-0.198
1153,8.0,14.0,18.0,0.054,2.862,0.377,0.811,-0.198
1154,8.0,14.0,19.0,0.053,2.727,0.392,0.811,-0.198
1155,8.0,15.0,5.0,0.044,3.091,0.4,0.671,-0.28
1156,8.0,15.0,6.0,0.044,2.978,0.403,0.671,-0.28
1157,8.0,15.0,7.0,0.039,2.63,0.388,0.742,-0.28
1158,8.0,15.0,8.0,0.044,2.746,0.413,0.742,-0.28
1159,8.0,15.0,9.0,0.039,2.388,0.41,0.617,-0.28
1160,8.0,15.0,10.0,0.039,2.346,0.4,0.619,-0.223
1161,8.0,15.0,11.0,0.047,2.715,0.431,0.619,-0.223
1162,8.0,15.0,12.0,0.052,2.879,0.436,0.659,-0.233
1163,8.0,15.0,13.0,0.06,3.035,0.412,0.659,-0.233
1164,8.0,15.0,14.0,0.057,2.997,0.377,0.805,-0.233
1165,8.0,15.0,15.0,0.054,2.932,0.37,0.811,-0.198
1166,8.0,15.0,16.0,0.055,2.897,0.377,0.811,-0.198
1167,8.0,15.0,17.0,0.056,2.936,0.385,0.811,-0.198
1168,8.0,15.0,18.0,0.056,2.801,0.4,0.811,-0.198
1169,8.0,15.0,19.0,0.068,3.129,0.435,0.811,-0.198
1170,8.0,16.0,5.0,0.046,3.274,0.394,0.671,-0.28
1171,8.0,16.0,6.0,0.039,2.622,0.397,0.742,-0.28
1172,8.0,16.0,7.0,0.039,2.567,0.394,0.742,-0.28
1173,8.0,16.0,8.0,0.041,2.564,0.413,0.617,-0.28
1174,8.0,16.0,9.0,0.04,2.334,0.39,0.619,-0.223
1175,8.0,16.0,10.0,0.046,2.664,0.431,0.619,-0.223
1176,8.0,16.0,11.0,0.053,2.928,0.455,0.619,-0.233
1177,8.0,16.0,12.0,0.06,3.182,0.396,0.659,-0.233
1178,8.0,16.0,13.0,0.056,2.988,0.377,0.805,-0.233
1179,8.0,16.0,14.0,0.056,3.009,0.37,0.811,-0.193
1180,8.0,16.0,15.0,0.055,2.897,0.377,0.811,-0.198
1181,8.0,16.0,16.0,0.057,2.943,0.385,0.811,-0.198
1182,8.0,16.0,17.0,0.058,2.86,0.408,0.811,-0.198
1183,8.0,16.0,18.0,0.068,3.132,0.435,0.811,-0.198
1184,8.0,16.0,19.0,0.067,3.086,0.435,0.811,-0.198
1185,8.0,17.0,5.0,0.045,3.173,0.386,0.671,-0.28
1186,8.0,17.0,6.0,0.04,2.673,0.388,0.742,-0.28
1187,8.0,17.0,7.0,0.039,2.495,0.406,0.616,-0.28
1188,8.0,17.0,8.0,0.039,2.482,0.397,0.619,-0.28
1189,8.0,17.0,9.0,0.04,2.385,0.39,0.619,-0.223
1190,8.0,17.0,10.0,0.047,2.676,0.421,0.619,-0.223
1191,8.0,17.0,11.0,0.056,3.074,0.4,0.659,-0.233
1192,8.0,17.0,12.0,0.061,3.167,0.385,0.805,-0.233
1193,8.0,17.0,13.0,0.057,3.018,0.377,0.805,-0.193
1194,8.0,17.0,14.0,0.053,2.805,0.377,0.811,-0.198
1195,8.0,17.0,15.0,0.056,2.936,0.385,0.811,-0.198
1196,8.0,17.0,16.0,0.058,2.86,0.408,0.811,-0.198
1197,8.0,17.0,17.0,0.068,3.144,0.435,0.811,-0.198
1198,8.0,17.0,18.0,0.064,2.942,0.435,0.741,-0.198
1199,8.0,17.0,19.0,0.066,3.03,0.435,0.741,-0.202
1200,8.0,18.0,5.0,0.046,3.117,0.397,0.742,-0.28
1201,8.0,18.0,6.0,0.041,2.739,0.409,0.742,-0.28
1202,8.0,18.0,7.0,0.039,2.463,0.413,0.616,-0.28
1203,8.0,18.0,8.0,0.042,2.545,0.377,0.619,-0.223
1204,8.0,18.0,9.0,0.047,2.734,0.414,0.619,-0.223
1205,8.0,18.0,10.0,0.051,2.848,0.411,0.659,-0.233
1206,8.0,18.0,11.0,0.057,3.089,0.37,0.805,-0.233
1207,8.0,18.0,12.0,0.057,3.0,0.377,0.805,-0.233
1208,8.0,18.0,13.0,0.051,2.71,0.377,0.811,-0.198
1209,8.0,18.0,14.0,0.054,2.862,0.377,0.811,-0.198
1210,8.0,18.0,15.0,0.056,2.801,0.4,0.811,-0.198
1211,8.0,18.0,16.0,0.068,3.132,0.435,0.811,-0.198
1212,8.0,18.0,17.0,0.064,2.942,0.435,0.741,-0.198
1213,8.0,18.0,18.0,0.066,3.03,0.435,0.741,-0.202
1214,8.0,18.0,19.0,0.065,3.036,0.426,0.792,-0.22
1215,8.0,19.0,5.0,0.041,2.759,0.412,0.742,-0.28
1216,8.0,19.0,6.0,0.04,2.604,0.4,0.742,-0.28
1217,8.0,19.0,7.0,0.039,2.4,0.387,0.619,-0.28
1218,8.0,19.0,8.0,0.043,2.514,0.407,0.619,-0.223
1219,8.0,19.0,9.0,0.05,2.778,0.411,0.659,-0.223
1220,8.0,19.0,10.0,0.06,3.32,0.4,0.805,-0.233
1221,8.0,19.0,11.0,0.054,2.996,0.364,0.805,-0.233
1222,8.0,19.0,12.0,0.05,2.721,0.37,0.811,-0.193
1223,8.0,19.0,13.0,0.055,2.897,0.377,0.811,-0.198
1224,8.0,19.0,14.0,0.053,2.727,0.392,0.811,-0.198
1225,8.0,19.0,15.0,0.068,3.129,0.435,0.811,-0.198
1226,8.0,19.0,16.0,0.067,3.086,0.435,0.811,-0.198
1227,8.0,19.0,17.0,0.066,3.03,0.435,0.741,-0.202
1228,8.0,19.0,18.0,0.065,3.036,0.426,0.792,-0.22
1229,8.0,19.0,19.0,0.061,2.932,0.417,0.911,-0.235
1230,8.0,20.0,5.0,0.037,2.623,0.4,0.742,-0.28
1231,8.0,20.0,6.0,0.041,2.612,0.406,0.619,-0.28
1232,8.0,20.0,7.0,0.039,2.399,0.387,0.619,-0.28
1233,8.0,20.0,8.0,0.047,2.698,0.414,0.619,-0.223
1234,8.0,20.0,9.0,0.049,2.721,0.411,0.659,-0.237
1235,8.0,20.0,10.0,0.06,3.235,0.389,0.805,-0.233
1236,8.0,20.0,11.0,0.053,2.894,0.364,0.811,-0.193
1237,8.0,20.0,12.0,0.054,2.93,0.37,0.811,-0.198
1238,8.0,20.0,13.0,0.055,2.78,0.392,0.811,-0.198
1239,8.0,20.0,14.0,0.063,3.023,0.417,0.811,-0.198
1240,8.0,20.0,15.0,0.067,3.078,0.435,0.811,-0.198
1241,8.0,20.0,16.0,0.063,2.965,0.426,0.741,-0.198
1242,8.0,20.0,17.0,0.065,3.064,0.426,0.792,-0.22
1243,8.0,20.0,18.0,0.061,2.932,0.417,0.911,-0.235
1244,8.0,20.0,19.0,0.063,3.071,0.429,0.911,-0.235
1245,8.0,21.0,5.0,0.041,2.791,0.397,0.742,-0.28
1246,8.0,21.0,6.0,0.038,2.42,0.406,0.619,-0.28
1247,8.0,21.0,7.0,0.041,2.535,0.387,0.619,-0.223
1248,8.0,21.0,8.0,0.05,2.83,0.404,0.659,-0.223
1249,8.0,21.0,9.0,0.063,3.328,0.415,0.805,-0.233
1250,8.0,21.0,10.0,0.054,2.955,0.364,0.805,-0.233
1251,8.0,21.0,11.0,0.049,2.73,0.357,0.811,-0.193
1252,8.0,21.0,12.0,0.049,2.712,0.364,0.811,-0.198
1253,8.0,21.0,13.0,0.056,2.865,0.392,0.811,-0.198
1254,8.0,21.0,14.0,0.065,3.064,0.426,0.811,-0.198
1255,8.0,21.0,15.0,0.064,3.058,0.417,0.741,-0.198
1256,8.0,21.0,16.0,0.067,3.147,0.426,0.741,-0.198
1257,8.0,21.0,17.0,0.064,3.082,0.417,0.911,-0.235
1258,8.0,21.0,18.0,0.063,3.026,0.438,0.911,-0.235
1259,8.0,21.0,19.0,0.083,3.672,0.432,1.112,-0.235
1260,8.0,22.0,5.0,0.043,2.858,0.403,0.745,-0.28
1261,8.0,22.0,6.0,0.037,2.386,0.369,0.619,-0.28
1262,8.0,22.0,7.0,0.044,2.679,0.393,0.619,-0.223
1263,8.0,22.0,8.0,0.05,2.871,0.404,0.659,-0.223
1264,8.0,22.0,9.0,0.064,3.386,0.396,0.805,-0.233
1265,8.0,22.0,10.0,0.046,2.59,0.357,0.811,-0.186
1266,8.0,22.0,11.0,0.054,2.995,0.364,0.811,-0.198
1267,8.0,22.0,12.0,0.049,2.606,0.377,0.811,-0.198
1268,8.0,22.0,13.0,0.059,2.89,0.408,0.811,-0.198
1269,8.0,22.0,14.0,0.061,2.931,0.417,0.741,-0.198
1270,8.0,22.0,15.0,0.059,2.955,0.4,0.741,-0.198
1271,8.0,22.0,16.0,0.064,3.072,0.417,0.799,-0.22
1272,8.0,22.0,17.0,0.063,3.026,0.438,0.911,-0.235
1273,8.0,22.0,18.0,0.074,3.314,0.444,0.911,-0.235
1274,8.0,22.0,19.0,0.087,3.84,0.432,1.112,-0.235
1275,8.0,23.0,5.0,0.046,3.067,0.418,0.619,-0.28
1276,8.0,23.0,6.0,0.039,2.492,0.375,0.619,-0.28
1277,8.0,23.0,7.0,0.046,2.79,0.383,0.659,-0.223
1278,8.0,23.0,8.0,0.06,3.255,0.407,0.805,-0.237
1279,8.0,23.0,9.0,0.064,3.392,0.396,0.805,-0.233
1280,8.0,23.0,10.0,0.05,2.801,0.357,0.811,-0.186
1281,8.0,23.0,11.0,0.051,2.878,0.357,0.811,-0.198
1282,8.0,23.0,12.0,0.051,2.695,0.377,0.811,-0.198
1283,8.0,23.0,13.0,0.061,2.91,0.417,0.741,-0.198
1284,8.0,23.0,14.0,0.057,2.872,0.4,0.741,-0.202
1285,8.0,23.0,15.0,0.065,3.099,0.417,0.792,-0.198
1286,8.0,23.0,16.0,0.066,3.117,0.447,0.911,-0.235
1287,8.0,23.0,17.0,0.071,3.269,0.435,0.911,-0.235
1288,8.0,23.0,18.0,0.087,3.809,0.432,1.112,-0.235
1289,8.0,23.0,19.0,0.091,3.826,0.452,1.083,-0.235
1290,8.0,24.0,5.0,0.04,2.744,0.368,0.619,-0.28
1291,8.0,24.0,6.0,0.039,2.488,0.375,0.619,-0.28
1292,8.0,24.0,7.0,0.056,3.256,0.397,0.805,-0.223
1293,8.0,24.0,8.0,0.062,3.354,0.407,0.805,-0.237
1294,8.0,24.0,9.0,0.054,2.842,0.377,0.811,-0.233
1295,8.0,24.0,10.0,0.057,3.083,0.37,0.811,-0.186
1296,8.0,24.0,11.0,0.048,2.604,0.37,0.811,-0.198
1297,8.0,24.0,12.0,0.055,2.822,0.392,0.811,-0.198
1298,8.0,24.0,13.0,0.059,2.968,0.4,0.741,-0.202
1299,8.0,24.0,14.0,0.06,2.951,0.408,0.741,-0.198
1300,8.0,24.0,15.0,0.065,3.061,0.426,0.911,-0.235
1301,8.0,24.0,16.0,0.069,3.186,0.457,0.911,-0.235
1302,8.0,24.0,17.0,0.081,3.65,0.422,1.112,-0.235
1303,8.0,24.0,18.0,0.091,3.809,0.452,1.083,-0.235
1304,8.0,24.0,19.0,0.089,3.735,0.452,1.071,-0.235
1305,8.0,25.0,5.0,0.041,2.757,0.373,0.619,-0.28
1306,8.0,25.0,6.0,0.043,2.717,0.397,0.659,-0.223
1307,8.0,25.0,7.0,0.057,3.236,0.404,0.805,-0.223
1308,8.0,25.0,8.0,0.068,3.593,0.396,0.805,-0.237
1309,8.0,25.0,9.0,0.051,2.779,0.37,0.811,-0.186
1310,8.0,25.0,10.0,0.056,3.074,0.364,0.811,-0.198
1311,8.0,25.0,11.0,0.051,2.674,0.385,0.811,-0.198
1312,8.0,25.0,12.0,0.059,2.894,0.408,0.741,-0.225
1313,8.0,25.0,13.0,0.058,2.89,0.4,0.741,-0.219
1314,8.0,25.0,14.0,0.063,3.031,0.417,0.792,-0.198
1315,8.0,25.0,15.0,0.068,3.12,0.457,0.911,-0.235
1316,8.0,25.0,16.0,0.08,3.588,0.422,1.112,-0.235
1317,8.0,25.0,17.0,0.089,3.908,0.432,1.112,-0.235
1318,8.0,25.0,18.0,0.09,3.799,0.452,1.071,-0.235
1319,8.0,25.0,19.0,0.089,3.748,0.452,1.071,-0.225
1320,8.0,26.0,5.0,0.039,2.615,0.358,0.619,-0.28
1321,8.0,26.0,6.0,0.043,2.671,0.371,0.659,-0.223
1322,8.0,26.0,7.0,0.065,3.555,0.4,0.805,-0.223
1323,8.0,26.0,8.0,0.061,3.308,0.389,0.811,-0.233
1324,8.0,26.0,9.0,0.051,2.782,0.364,0.811,-0.186
1325,8.0,26.0,10.0,0.052,2.796,0.37,0.811,-0.198
1326,8.0,26.0,11.0,0.051,2.666,0.385,0.811,-0.198
1327,8.0,26.0,12.0,0.055,2.764,0.4,0.741,-0.202
1328,8.0,26.0,13.0,0.062,2.963,0.417,0.741,-0.198
1329,8.0,26.0,14.0,0.066,3.116,0.447,0.911,-0.198
1330,8.0,26.0,15.0,0.068,3.206,0.447,0.911,-0.235
1331,8.0,26.0,16.0,0.083,3.714,0.422,1.112,-0.235
1332,8.0,26.0,17.0,0.09,3.793,0.452,1.071,-0.235
1333,8.0,26.0,18.0,0.088,3.678,0.452,1.071,-0.235
1334,8.0,26.0,19.0,0.09,3.702,0.463,1.071,-0.225
1335,8.0,27.0,5.0,0.039,2.598,0.373,0.619,-0.28
1336,8.0,27.0,6.0,0.047,2.955,0.365,0.805,-0.234
1337,8.0,27.0,7.0,0.064,3.542,0.4,0.805,-0.237
1338,8.0,27.0,8.0,0.061,3.253,0.396,0.811,-0.233
1339,8.0,27.0,9.0,0.055,3.039,0.364,0.811,-0.186
1340,8.0,27.0,10.0,0.054,2.83,0.385,0.811,-0.198
1341,8.0,27.0,11.0,0.057,2.915,0.392,0.741,-0.202
1342,8.0,27.0,12.0,0.059,2.911,0.408,0.741,-0.219
1343,8.0,27.0,13.0,0.068,3.219,0.426,0.911,-0.198
1344,8.0,27.0,14.0,0.065,3.135,0.438,0.911,-0.235
1345,8.0,27.0,15.0,0.08,3.582,0.422,1.112,-0.235
1346,8.0,27.0,16.0,0.083,3.666,0.432,1.112,-0.235
1347,8.0,27.0,17.0,0.09,3.79,0.452,1.071,-0.235
1348,8.0,27.0,18.0,0.085,3.579,0.452,1.071,-0.225
1349,8.0,27.0,19.0,0.085,3.469,0.463,1.071,-0.225
1350,8.0,28.0,5.0,0.04,2.673,0.373,0.659,-0.28
1351,8.0,28.0,6.0,0.048,2.979,0.371,0.805,-0.223
1352,8.0,28.0,7.0,0.061,3.538,0.397,0.811,-0.237
1353,8.0,28.0,8.0,0.057,3.052,0.389,0.811,-0.186
1354,8.0,28.0,9.0,0.055,3.086,0.357,0.811,-0.186
1355,8.0,28.0,10.0,0.053,2.864,0.37,0.811,-0.202
1356,8.0,28.0,11.0,0.059,3.006,0.392,0.741,-0.219
1357,8.0,28.0,12.0,0.063,2.946,0.426,0.741,-0.219
1358,8.0,28.0,13.0,0.066,3.108,0.447,0.911,-0.198
1359,8.0,28.0,14.0,0.068,3.192,0.447,0.911,-0.235
1360,8.0,28.0,15.0,0.085,3.804,0.422,1.112,-0.235
1361,8.0,28.0,16.0,0.087,3.751,0.442,1.071,-0.235
1362,8.0,28.0,17.0,0.089,3.738,0.452,1.071,-0.235
1363,8.0,28.0,18.0,0.087,3.587,0.463,1.071,-0.225
1364,8.0,28.0,19.0,0.093,3.54,0.5,1.071,-0.225
1365,8.0,29.0,5.0,0.041,2.757,0.373,0.805,-0.28
1366,8.0,29.0,6.0,0.055,3.217,0.39,0.805,-0.223
1367,8.0,29.0,7.0,0.061,3.396,0.393,0.811,-0.237
1368,8.0,29.0,8.0,0.051,2.901,0.351,0.811,-0.235
1369,8.0,29.0,9.0,0.055,3.002,0.364,0.811,-0.212
1370,8.0,29.0,10.0,0.052,2.782,0.37,0.741,-0.202
1371,8.0,29.0,11.0,0.058,2.878,0.4,0.741,-0.219
1372,8.0,29.0,12.0,0.065,3.106,0.417,0.911,-0.198
1373,8.0,29.0,13.0,0.066,3.153,0.438,0.911,-0.198
1374,8.0,29.0,14.0,0.079,3.567,0.422,1.112,-0.235
1375,8.0,29.0,15.0,0.086,3.789,0.432,1.1,-0.235
1376,8.0,29.0,16.0,0.086,3.705,0.442,1.071,-0.235
1377,8.0,29.0,17.0,0.086,3.517,0.463,1.071,-0.225
1378,8.0,29.0,18.0,0.094,3.586,0.5,1.071,-0.225
1379,8.0,29.0,19.0,0.093,3.515,0.5,1.071,-0.225
1380,8.0,30.0,5.0,0.04,2.688,0.373,0.805,-0.28
1381,8.0,30.0,6.0,0.053,3.162,0.383,0.805,-0.223
1382,8.0,30.0,7.0,0.064,3.538,0.382,0.811,-0.237
1383,8.0,30.0,8.0,0.056,3.106,0.364,0.811,-0.212
1384,8.0,30.0,9.0,0.053,2.882,0.37,0.811,-0.212
1385,8.0,30.0,10.0,0.054,2.846,0.377,0.741,-0.219
1386,8.0,30.0,11.0,0.058,2.905,0.4,0.741,-0.219
1387,8.0,30.0,12.0,0.067,3.227,0.438,0.911,-0.198
1388,8.0,30.0,13.0,0.066,3.182,0.438,0.911,-0.198
1389,8.0,30.0,14.0,0.08,3.682,0.413,1.1,-0.235
1390,8.0,30.0,15.0,0.085,3.734,0.432,1.071,-0.235
1391,8.0,30.0,16.0,0.082,3.461,0.452,1.071,-0.235
1392,8.0,30.0,17.0,0.087,3.485,0.475,1.071,-0.225
1393,8.0,30.0,18.0,0.094,3.557,0.5,1.071,-0.225
1394,8.0,30.0,19.0,0.099,3.665,0.514,1.102,-0.225
1395,8.0,31.0,5.0,0.042,2.741,0.364,0.805,-0.28
1396,8.0,31.0,6.0,0.059,3.493,0.373,0.805,-0.223
1397,8.0,31.0,7.0,0.061,3.501,0.368,0.811,-0.212
1398,8.0,31.0,8.0,0.057,3.114,0.364,0.811,-0.212
1399,8.0,31.0,9.0,0.055,2.94,0.377,0.811,-0.229
1400,8.0,31.0,10.0,0.051,2.79,0.364,0.741,-0.219
1401,8.0,31.0,11.0,0.064,3.132,0.408,0.911,-0.219
1402,8.0,31.0,12.0,0.065,3.098,0.438,0.911,-0.198
1403,8.0,31.0,13.0,0.067,3.151,0.447,0.911,-0.198
1404,8.0,31.0,14.0,0.082,3.696,0.422,1.1,-0.235
1405,8.0,31.0,15.0,0.083,3.589,0.442,1.071,-0.235
1406,8.0,31.0,16.0,0.08,3.366,0.452,1.071,-0.225
1407,8.0,31.0,17.0,0.094,3.586,0.5,1.071,-0.225
1408,8.0,31.0,18.0,0.092,3.512,0.5,1.071,-0.225
1409,8.0,31.0,19.0,0.101,3.746,0.514,1.102,-0.225
1410,8.0,32.0,5.0,0.044,2.859,0.354,0.805,-0.28
1411,8.0,32.0,6.0,0.054,3.235,0.367,0.811,-0.223
1412,8.0,32.0,7.0,0.058,3.374,0.362,0.811,-0.212
1413,8.0,32.0,8.0,0.051,2.952,0.345,0.811,-0.229
1414,8.0,32.0,9.0,0.051,2.787,0.364,0.741,-0.219
1415,8.0,32.0,10.0,0.058,2.982,0.392,0.741,-0.219
1416,8.0,32.0,11.0,0.063,3.087,0.408,0.911,-0.198
1417,8.0,32.0,12.0,0.066,3.188,0.438,0.911,-0.198
1418,8.0,32.0,13.0,0.077,3.526,0.413,1.1,-0.198
1419,8.0,32.0,14.0,0.085,3.754,0.432,1.071,-0.235
1420,8.0,32.0,15.0,0.084,3.54,0.452,1.071,-0.235
1421,8.0,32.0,16.0,0.09,3.505,0.487,1.071,-0.225
1422,8.0,32.0,17.0,0.094,3.557,0.5,1.071,-0.225
1423,8.0,32.0,18.0,0.101,3.738,0.514,1.102,-0.225
1424,8.0,32.0,19.0,0.103,3.794,0.514,1.102,-0.215
1425,8.0,33.0,5.0,0.045,2.912,0.354,0.805,-0.229
1426,8.0,33.0,6.0,0.055,3.284,0.367,0.811,-0.237
1427,8.0,33.0,7.0,0.058,3.282,0.368,0.811,-0.229
1428,8.0,33.0,8.0,0.052,2.93,0.357,0.811,-0.229
1429,8.0,33.0,9.0,0.051,2.804,0.364,0.741,-0.219
1430,8.0,33.0,10.0,0.059,3.016,0.392,0.741,-0.219
1431,8.0,33.0,11.0,0.068,3.316,0.429,0.911,-0.198
1432,8.0,33.0,12.0,0.069,3.234,0.447,0.911,-0.198
1433,8.0,33.0,13.0,0.086,3.783,0.432,1.1,-0.235
1434,8.0,33.0,14.0,0.08,3.534,0.432,1.071,-0.235
1435,8.0,33.0,15.0,0.083,3.489,0.452,1.071,-0.225
1436,8.0,33.0,16.0,0.095,3.61,0.5,1.071,-0.225
1437,8.0,33.0,17.0,0.096,3.56,0.514,1.071,-0.225
1438,8.0,33.0,18.0,0.102,3.78,0.514,1.102,-0.225
1439,8.0,33.0,19.0,0.101,3.843,0.5,1.073,-0.215
1440,8.0,34.0,5.0,0.045,2.912,0.354,0.805,-0.229
1441,8.0,34.0,6.0,0.055,3.328,0.383,0.811,-0.237
1442,8.0,34.0,7.0,0.057,3.302,0.362,0.811,-0.229
1443,8.0,34.0,8.0,0.053,2.908,0.364,0.811,-0.229
1444,8.0,34.0,9.0,0.047,2.617,0.357,0.741,-0.219
1445,8.0,34.0,10.0,0.061,3.131,0.392,0.911,-0.219
1446,8.0,34.0,11.0,0.068,3.319,0.429,0.911,-0.198
1447,8.0,34.0,12.0,0.071,3.343,0.447,0.895,-0.198
1448,8.0,34.0,13.0,0.086,3.788,0.432,1.1,-0.235
1449,8.0,34.0,14.0,0.079,3.466,0.432,1.071,-0.235
1450,8.0,34.0,15.0,0.092,3.689,0.475,1.071,-0.225
1451,8.0,34.0,16.0,0.094,3.663,0.487,1.071,-0.225
1452,8.0,34.0,17.0,0.102,3.757,0.514,1.102,-0.225
1453,8.0,34.0,18.0,0.1,3.715,0.514,1.102,-0.215
